Accession,Latitude,Longitude,perc_cov,avg_depth
SRR9214414,48.616034,14.676594,95.2493920214772,46.80757626124034
SRR9214415,48.616034,14.676594,95.27635807900188,39.705261035591285
SRR9214417,48.616034,14.676594,94.4302932360976,9.019542238579671
SRR8517161,49.69,-93.69,87.7661851361345,3.4754037170215835
SRR8517163,49.69,-93.69,81.17378501566046,2.5327105138641324
SRR4029424,46.041000000000004,-89.686,96.01747778675251,16.096906750694846
SRR4029423,46.041000000000004,-89.686,95.83325381968977,12.303341596019955
SRR4029421,46.041000000000004,-89.686,95.22301312505337,7.975908114174863
SRR4029420,46.041000000000004,-89.686,91.00977423161736,4.3449268429654735
SRR4029415,46.041000000000004,-89.686,96.27719767968134,13.3313496262536
SRR4029414,46.041000000000004,-89.686,96.14966990235571,14.768259007997107
SRR4029412,46.041000000000004,-89.686,95.75352977001064,10.214639082285537
SRR4029405,46.041000000000004,-89.686,89.37143844613867,3.584843946035915
SRR4029403,46.041000000000004,-89.686,95.44659511698778,8.636331606028365
SRR4029402,46.041000000000004,-89.686,95.49862857463602,9.442821817273286
SRR4029401,46.041000000000004,-89.686,95.77190445314324,12.642436998841314
SRR4029400,46.041000000000004,-89.686,95.95321439182622,17.503565636893093
SRR4029398,46.041000000000004,-89.686,95.6286185555316,14.136723814485158
SRR4029396,46.041000000000004,-89.686,96.26932826559522,40.98768019726201
SRR4029395,46.041000000000004,-89.686,96.2909000451202,21.572619402886943
SRR4029392,46.041000000000004,-89.686,93.95719768405372,5.8842923373141565
SRR4029386,46.041000000000004,-89.686,94.71756706627528,6.424020991871719
SRR4029380,46.041000000000004,-89.686,93.354260471038,5.352177979939457
SRR4029376,46.041000000000004,-89.686,90.61932384674469,4.211582021085142
SRR4029370,46.041000000000004,-89.686,95.65865173514223,9.7422403255495
SRR4029369,46.041000000000004,-89.686,79.12196775228348,2.328934557971384
SRR4029365,46.041000000000004,-89.686,95.14619883575104,7.590175263850651
SRR4029124,46.041000000000004,-89.686,95.76533782849138,10.978924201541123
SRR4029121,46.041000000000004,-89.686,82.78137389097874,2.7056393331414337
SRR4029116,46.041000000000004,-89.686,96.07198835433735,27.71917260650933
SRR4029115,46.041000000000004,-89.686,91.202892081653,4.3824752266124305
SRR4029110,46.041000000000004,-89.686,94.77964680570831,6.928731326492481
SRR4029083,46.041000000000004,-89.686,93.64384700403572,5.328460400827549
SRR4029080,46.041000000000004,-89.686,79.350370861347,2.2528822807776447
SRR3657441,61.208142,25.113609,92.19177095306529,3.7346753701756095
SRR3657440,61.208142,25.113609,96.0916628739847,7.724107354159532
SRR3657439,61.208142,25.113609,96.41332426489565,13.072537631950832
SRR3657438,61.208142,25.113609,95.74318214165537,6.95227280384858
SRR3657437,61.208142,25.113609,94.63741454085493,5.389819348902456
SRR3657436,61.208142,25.113609,69.0991131281126,2.0700090289088107
SRR3657435,61.208142,25.113609,67.48426601892079,2.017259820127004
SRR3657434,61.208142,25.113609,71.32567581308308,2.3153330707788538
SRR3657431,61.208142,25.113609,93.95428754102396,4.5746821378134825
SRR3657430,61.208142,25.113609,73.91371647663756,2.548055320795251
ERR3761238,48.616034,14.676594,94.49909683529192,8.84542692105643
ERR3761235,48.616034,14.676594,95.26601447648451,40.224557212499796
ERR3761234,48.616034,14.676594,95.35972840841805,40.51106395349522
ERR3761233,48.616034,14.676594,95.24633640940763,47.333381645320145
ERR3761232,48.616034,14.676594,95.16121034239487,47.304985850464135
SRR4029418,46.041000000000004,-89.686,94.78198449523629,7.2893849752464215
SRR4029413,46.041000000000004,-89.686,92.06206050778069,4.513888118069209
SRR4029409,46.041000000000004,-89.686,95.84272693827928,13.48654006066988
SRR4029397,46.041000000000004,-89.686,96.10725998827759,19.167379705344374
SRR4029394,46.041000000000004,-89.686,96.12314540074742,17.50892881339789
SRR4029388,46.041000000000004,-89.686,95.58096854251644,11.476714426193258
SRR4029381,46.041000000000004,-89.686,92.70800480441555,4.829379572589754
SRR4029371,46.041000000000004,-89.686,87.35359005586461,3.0913058393393014
SRR4029368,46.041000000000004,-89.686,95.1097585796264,8.44415776284427
SRR4029367,46.041000000000004,-89.686,94.7124605509158,7.480955104645959
SRR4029366,46.041000000000004,-89.686,86.16006793401476,3.0715086249156496
SRR4029362,46.041000000000004,-89.686,95.7783037200356,12.868689443193134
SRR4029117,46.041000000000004,-89.686,94.6697650825493,6.749581686570775
SRR4029111,46.041000000000004,-89.686,83.1438327410683,2.7478893136857385
