ID,Latitude,Longitude,Includes_organism
SRR9061270,39.90758,116.7813,no
SRR9061271,39.97084,116.7628,yes
SRR9061272,39.90604,116.7613,yes
SRR9061273,40.33768,116.7958,yes
SRR9061274,40.12949,116.6711,no
SRR9061275,40.694,117.1617,no
SRR9061276,40.34758,116.8168,yes
SRR9061277,40.36955,116.8359,yes
SRR9061278,40.65039,117.1777,yes
SRR9061279,40.61254,116.7956,yes
SRR9061280,40.63165,116.775,no
SRR9061281,40.68011,117.1267,yes
SRR9061282,40.56488,116.8022,no
SRR9061283,40.40766,116.8471,yes
SRR9061284,39.15497,117.6609,yes
SRR9061285,39.15863,117.6434,no
SRR9061286,40.1023,116.7319,yes
SRR9061287,40.04623,116.7651,yes
SRR9061288,40.12949,116.6711,yes
SRR9061289,40.34758,116.8168,yes
SRR9061290,40.56488,116.8022,yes
SRR9061291,40.61254,116.7956,yes
SRR9061292,40.63165,116.775,yes
SRR9061293,40.65438,116.775,yes
SRR9061294,40.694,117.1617,no
SRR9061295,40.68011,117.1267,no
SRR9061296,40.36955,116.8359,yes
SRR9061297,40.40766,116.8471,yes
SRR9061298,39.47033,117.479,yes
SRR9061299,40.65039,117.1777,yes
SRR9061300,40.43775,116.9959,yes
SRR9061301,40.39061,116.9106,yes
SRR9061302,39.76123,117.1858,yes
SRR9061303,39.71022,117.2088,no
SRR9061304,39.67972,117.2903,yes
SRR9061305,39.60959,117.3882,yes
SRR9061306,40.34765,116.8369,yes
SRR9061307,40.72984,116.6237,yes
SRR9061308,40.61254,116.7956,yes
SRR9061309,40.40766,116.8471,yes
SRR9061310,40.34765,116.8369,yes
SRR9061311,40.72984,116.6237,no
SRR9061312,40.65438,116.775,no
SRR9061313,40.63165,116.775,no
SRR9061314,39.60959,117.3882,no
SRR9061315,39.47033,117.479,yes
SRR9061316,40.65039,117.1777,no
SRR9061317,40.43775,116.9959,yes
SRR9061318,39.73796,117.1294,yes
SRR9061319,39.78488,116.9725,no
SRR9061320,39.15497,117.6609,no
SRR9061321,39.15863,117.6434,no
SRR9061322,40.68011,117.1267,no
SRR9061323,40.36955,116.8359,no
SRR9061324,40.33768,116.7958,yes
SRR9061325,40.34758,116.8168,yes
SRR9061326,40.04623,116.7651,no
SRR9061327,40.1023,116.7319,yes
SRR9061328,39.27763,117.5778,yes
SRR9061329,39.90758,116.7813,no
SRR9061330,39.76123,117.1858,yes
SRR9061331,39.71022,117.2088,no
SRR9061332,39.27763,117.5778,no
SRR9061333,39.15863,117.6434,yes
SRR9061334,39.15497,117.6609,yes
SRR9061335,39.11049,117.7274,no
SRR9061336,39.90604,116.7613,no
SRR9061337,39.85734,116.8424,yes
SRR9061338,39.78488,116.9725,no
SRR9061339,39.73796,117.1294,yes
SRR9061340,39.47033,117.479,yes
SRR9061341,40.43775,116.9959,yes
SRR9061342,39.85734,116.8424,no
SRR9061343,39.78488,116.9725,yes
SRR9061344,39.11049,117.7274,no
SRR9061345,39.90604,116.7613,no
SRR9061346,39.67972,117.2903,no
SRR9061347,39.60959,117.3882,no
SRR9061348,39.73796,117.1294,yes
SRR9061349,39.76123,117.1858,yes
SRR9061350,39.38984,117.5044,yes
SRR9061351,39.90758,116.7813,yes
SRR9061352,39.97084,116.7628,yes
SRR9061353,40.04623,116.7651,yes
SRR9061354,40.1023,116.7319,no
SRR9061355,40.12949,116.6711,no
SRR9061356,40.33768,116.7958,no
SRR9061357,40.34758,116.8168,no
SRR9061358,40.72984,116.6237,yes
SRR9061359,40.34765,116.8369,no
SRR9061360,39.71022,117.2088,no
SRR9061361,39.67972,117.2903,no
SRR9061362,39.27763,117.5778,yes
SRR9061363,39.15863,117.6434,yes
SRR9061364,39.11049,117.7274,yes
SRR9061365,39.90604,116.7613,yes
SRR9061366,39.85734,116.8424,no
SRR9061367,39.78488,116.9725,yes
SRR9061368,39.73796,117.1294,no
SRR9061369,39.76123,117.1858,no
SRR9061370,40.34765,116.8369,no
SRR9061371,40.39061,116.9106,no
SRR9061372,40.65438,116.775,no
SRR9061373,40.72984,116.6237,yes
SRR9061374,39.47033,117.479,yes
SRR9061375,39.60959,117.3882,yes
SRR9061376,40.43775,116.9959,yes
SRR8894378,24.541,102.895,yes
SRR8894379,24.541,102.895,yes
SRR8894380,24.541,102.895,yes
SRR8894381,24.541,102.895,yes
SRR8894382,24.541,102.895,yes
SRR8870486,28.627552,77.253977,no
SRR8870488,28.627552,77.253977,no
SRR8837834,53.7,109.11,no
SRR8837835,53.7,109.11,no
SRR8837836,53.93,109.03,no
SRR8837837,53.93,109.03,no
SRR8837838,53.9,109.07,no
SRR8837839,53.9,109.07,no
SRR8837840,53.71,109.07,no
SRR8837841,53.71,109.07,no
SRR8837842,53.96,109.17,no
SRR8837843,53.96,109.17,no
SRR8837844,52.14,105.78,no
SRR8837845,52.14,105.78,no
SRR8837846,52.14,105.78,no
SRR8837847,52.14,105.78,no
SRR8837848,51.67,104.05,no
SRR8837849,51.67,104.05,no
SRR8837850,51.67,104.05,no
SRR8837851,52.14,105.78,no
SRR8837852,51.87,105.08,no
SRR8837853,51.87,105.08,no
SRR8837854,51.67,104.05,no
SRR8837855,51.87,105.08,no
SRR8837856,52.14,105.78,no
SRR8837857,52.14,105.78,no
SRR8837858,54.86,109.46,no
SRR8837859,52.37,106.29,no
SRR8837860,52.37,106.29,no
SRR8837861,52.14,105.78,no
SRR8837862,54.86,109.46,no
SRR8837863,54.86,109.46,no
SRR8837864,54.86,109.46,no
SRR8837865,54.86,109.46,no
SRR8837866,53.82,109.11,no
SRR8837867,53.82,109.16,no
SRR8837868,53.83,109.07,no
SRR8837869,53.82,109.11,no
SRR8837870,53.88,109.18,no
SRR8837871,53.83,109.07,no
SRR8837872,54.01,108.42,no
SRR8837873,53.88,109.18,no
SRR8837874,54.01,108.42,no
SRR8837875,54.01,108.42,no
SRR8837876,53.66,109.08,no
SRR8837877,53.66,109.08,no
SRR8837878,53.69,109.14,no
SRR8837879,53.69,109.14,no
SRR8837880,53.77,109.12,no
SRR8837881,53.77,109.12,no
SRR8837882,53.77,109.07,no
SRR8837883,53.77,109.07,no
SRR8837884,53.77,109.15,no
SRR8837885,53.82,109.16,no
SRR8837886,53.5,108.79,no
SRR8837887,53.5,108.79,no
SRR8837888,53.5,108.79,no
SRR8837889,53.5,108.79,no
SRR8837890,53.5,108.79,no
SRR8837891,53.5,108.79,no
SRR8837892,53.54,108.87,no
SRR8837893,53.54,108.87,no
SRR8837894,53.54,108.87,no
SRR8837895,53.54,108.87,no
SRR8837896,51.67,104.05,no
SRR8837897,53.33,107.5,no
SRR8837898,53.33,107.5,no
SRR8837899,53.33,107.5,no
SRR8837900,53.33,107.5,no
SRR8837901,53.33,107.5,no
SRR8837902,53.46,108.04,no
SRR8837903,53.46,108.04,no
SRR8837904,53.46,108.04,no
SRR8837905,53.33,107.5,no
SRR8837906,53.33,107.5,no
SRR8837907,54.01,108.42,no
SRR8837908,54.01,108.42,no
SRR8837909,54.01,108.42,no
SRR8837910,54.01,108.42,no
SRR8837911,54.01,108.42,no
SRR8837912,53.46,108.04,no
SRR8837913,53.46,108.04,no
SRR8837914,53.46,108.04,no
SRR8837915,53.46,108.04,no
SRR8837916,53.46,108.04,no
SRR8837917,54.86,109.46,no
SRR8837918,54.86,109.46,no
SRR8837919,54.86,109.46,no
SRR8837920,54.86,109.46,no
SRR8837921,54.86,109.46,no
SRR8837922,54.86,109.46,no
SRR8837923,52.82,107.15,no
SRR8837924,52.82,107.15,no
SRR8837925,52.4,106.84,no
SRR8837926,52.4,106.84,no
SRR8837927,52.82,107.15,no
SRR8837928,52.82,107.15,no
SRR8837929,52.82,107.15,no
SRR8837930,52.82,107.15,no
SRR8837931,53.13,106.95,no
SRR8837932,53.13,106.95,no
SRR8837933,53.13,106.95,no
SRR8837934,53.13,106.95,no
SRR8837935,53.33,107.5,no
SRR8837936,53.13,106.95,no
SRR8837937,51.87,105.08,no
SRR8837938,51.87,105.08,no
SRR8837939,51.67,104.05,no
SRR8837940,51.67,104.05,no
SRR8837941,51.67,104.05,no
SRR8837942,51.67,104.05,no
SRR8837943,51.87,105.08,no
SRR8837944,51.87,105.08,no
SRR8837945,51.67,104.05,no
SRR8837946,51.87,105.08,no
SRR8675718,5.531166667,5.701194444,no
SRR8675719,5.532916667,5.6485,no
SRR8675720,5.512361111,5.747027778,no
SRR8675721,5.540916667,5.628305556,no
SRR8675722,5.51275,5.733194445,no
SRR8675723,5.511555556,5.745583333,no
SRR8675724,5.529722222,5.700972222,no
SRR8675725,5.530944445,5.701194444,no
SRR8675726,5.540916667,5.628305556,no
SRR8675727,5.538138889,5.66525,no
SRR8675728,5.532916667,5.6485,no
SRR8675729,5.531166667,5.701194444,no
SRR8675730,5.530944445,5.701194444,no
SRR8675731,5.529722222,5.700972222,no
SRR8675732,5.51275,5.733194445,no
SRR8675733,5.538138889,5.66525,no
SRR8675734,5.540916667,5.628305556,no
SRR8675735,5.512361111,5.747027778,no
SRR8675736,5.51275,5.733194445,no
SRR8675737,5.538138889,5.66525,no
SRR8675738,5.529722222,5.700972222,no
SRR8675739,5.511555556,5.745583333,no
SRR8675740,5.532916667,5.6485,no
SRR8675741,5.530944445,5.701194444,no
SRR8675742,5.529722222,5.700972222,no
SRR8675743,5.511555556,5.745583333,no
SRR8675744,5.538138889,5.66525,no
SRR8675745,5.540916667,5.628305556,no
SRR8675746,5.511555556,5.745583333,no
SRR8675747,5.51275,5.733194445,no
SRR8675748,5.531166667,5.701194444,no
SRR8675749,5.530944445,5.701194444,no
SRR8675750,5.512361111,5.747027778,no
SRR8675751,5.532916667,5.6485,no
SRR8561390,51.7874,104.9391,yes
SRR8561391,51.7874,104.9391,yes
SRR8517158,49.77,-93.82,yes
SRR8517159,49.77,-93.82,yes
SRR8517160,49.69,-93.69,yes
SRR8517161,49.69,-93.69,yes
SRR8517162,49.69,-93.69,no
SRR8517163,49.69,-93.69,yes
SRR8369884,23.1037,113.3014,yes
SRR8369885,23.1037,113.301,yes
SRR8369886,23.1037,113.3012,yes
SRR8369887,23.1037,113.3008,yes
SRR8209851,22.5121,88.3637,no
SRR8209852,22.5121,88.3637,yes
SRR8191144,41.384,-82.513,no
SRR8191145,41.384,-82.513,no
SRR8146599,66.753112,32.7842,no
SRR8126707,38.91,-76.96,no
SRR8126708,38.91,-76.96,no
SRR8126709,38.91,-76.96,no
SRR8126710,38.91,-76.96,no
SRR8126711,38.91,-76.96,no
SRR8126712,38.91,-76.96,yes
SRR8126713,38.91,-76.96,no
SRR8126714,38.91,-76.96,no
SRR8126715,38.91,-76.96,no
SRR8126716,38.91,-76.96,no
SRR8126717,38.91,-76.96,no
SRR8126718,38.91,-76.96,no
SRR8126719,38.91,-76.96,no
SRR8126720,38.91,-76.96,no
SRR8126721,38.91,-76.96,no
SRR8126722,38.91,-76.96,no
SRR8126723,38.91,-76.96,no
SRR8126724,38.91,-76.96,no
SRR8126725,38.91,-76.96,yes
SRR8126726,38.91,-76.96,no
SRR8126727,38.91,-76.96,no
SRR8126728,38.91,-76.96,no
SRR8126729,38.91,-76.96,no
SRR8126730,38.91,-76.96,no
SRR8126731,38.91,-76.96,yes
SRR8126732,38.91,-76.96,no
SRR8126733,38.91,-76.96,no
SRR8126734,38.91,-76.96,no
SRR8126735,38.91,-76.96,no
SRR8126736,38.91,-76.96,no
SRR8126737,38.91,-76.96,no
SRR8126738,38.91,-76.96,no
SRR8075934,34.261117,-83.950069,no
SRR8075935,34.261117,-83.950069,yes
SRR8075936,34.261117,-83.950069,no
SRR8075938,34.261117,-83.950069,yes
SRR8075940,29.718121,-84.888527,no
SRR8075941,31.66294,-85.062168,yes
SRR8075942,29.718121,-84.888527,no
SRR8075943,29.718121,-84.888527,no
SRR8075944,29.719072,-84.981177,no
SRR8075946,29.719072,-84.981177,no
SRR8075947,29.719072,-84.981177,yes
SRR8075948,31.66294,-85.062168,no
SRR8075949,31.66294,-85.062168,yes
SRR8075950,34.261117,-83.950069,yes
SRR8075952,32.933463,-85.19634,yes
SRR8075953,32.933463,-85.19634,yes
SRR8075954,34.261117,-83.950069,yes
SRR8075955,29.719072,-84.981177,yes
SRR8075958,34.261117,-83.950069,no
SRR8075960,32.664624,-85.087393,yes
SRR8075961,34.261117,-83.950069,yes
SRR8075962,32.664624,-85.087393,yes
SRR8075963,32.664624,-85.087393,yes
SRR8075964,31.66294,-85.062168,yes
SRR8075965,32.664624,-85.087393,yes
SRR8075975,34.261117,-83.950069,yes
SRR8075976,34.261117,-83.950069,yes
SRR8075977,31.66294,-85.062168,yes
SRR8075978,32.933463,-85.19634,yes
SRR8075979,29.718121,-84.888527,no
SRR8075980,31.66294,-85.062168,yes
SRR8075982,34.261117,-83.950069,yes
SRR8075983,34.261117,-83.950069,yes
SRR8075984,34.261117,-83.950069,yes
SRR8075985,30.743083,-84.858652,yes
SRR8075986,30.743083,-84.858652,yes
SRR8075987,30.743083,-84.858652,yes
SRR8075988,30.743083,-84.858652,yes
SRR8075989,32.933463,-85.19634,no
SRR8075990,32.933463,-85.19634,yes
SRR8075991,30.743083,-84.858652,yes
SRR8075992,32.664624,-85.087393,yes
SRR8075993,31.66294,-85.062168,yes
SRR7877878,31.76,-106.48,no
SRR7877879,31.76,-106.48,no
SRR7877880,31.76,-106.48,no
SRR7877881,31.76,-106.48,no
SRR7877882,31.76,-106.48,no
SRR7877883,31.76,-106.48,no
SRR7877884,37.87,-122.25,no
SRR7877885,31.76,-106.48,no
SRR7877886,31.76,-106.49,no
SRR7877887,31.76,-106.48,no
SRR7877888,31.76,-106.48,no
SRR7877889,31.76,-106.48,no
SRR7877890,31.76,-106.48,no
SRR7514472,58.778056,-111.338851,no
SRR7514473,58.778056,-111.338851,no
SRR7514474,58.778056,-111.338851,no
SRR7514475,58.778056,-111.338851,no
SRR7514476,58.778056,-111.338851,no
SRR7514477,58.778056,-111.338851,no
SRR7514478,58.778056,-111.338851,yes
SRR7514479,58.778056,-111.338851,no
SRR7514480,58.778056,-111.338851,no
SRR7514481,58.778056,-111.338851,no
SRR7514482,58.778056,-111.338851,no
SRR7514483,58.778056,-111.338851,yes
SRR7514484,58.778056,-111.338851,yes
SRR7514485,58.778056,-111.338851,no
SRR7514486,58.778056,-111.338851,no
SRR7514487,58.778056,-111.338851,no
SRR7514488,58.778056,-111.338851,no
SRR7514489,58.778056,-111.338851,no
SRR7514490,58.778056,-111.338851,no
SRR7514491,58.778056,-111.338851,no
SRR7514492,58.778056,-111.338851,no
SRR7514493,58.778056,-111.338851,no
SRR7514494,58.778056,-111.338851,no
SRR7514495,58.778056,-111.338851,no
SRR7514496,58.778056,-111.338851,yes
SRR7514497,58.778056,-111.338851,no
SRR7514498,58.778056,-111.338851,no
SRR7514499,58.778056,-111.338851,yes
SRR7514500,58.778056,-111.338851,no
SRR7514501,58.778056,-111.338851,no
SRR7514502,58.778056,-111.338851,no
SRR7514503,58.778056,-111.338851,no
SRR7514504,58.778056,-111.338851,yes
SRR7514505,58.778056,-111.338851,no
SRR7514506,58.778056,-111.338851,yes
SRR7514507,58.778056,-111.338851,no
SRR7514508,58.778056,-111.338851,yes
SRR7514509,58.778056,-111.338851,no
SRR7514510,58.778056,-111.338851,no
SRR7514511,58.778056,-111.338851,no
SRR7514512,58.778056,-111.338851,no
SRR7514513,58.778056,-111.338851,yes
SRR7514514,58.778056,-111.338851,no
SRR7514515,58.778056,-111.338851,no
SRR7468254,58.778056,-111.338851,yes
SRR7468255,58.778056,-111.338851,no
SRR7468256,58.778056,-111.338851,no
SRR7468257,58.778056,-111.338851,no
SRR7468258,58.778056,-111.338851,no
SRR7468259,58.778056,-111.338851,no
SRR7468260,58.778056,-111.338851,no
SRR7468261,58.778056,-111.338851,no
SRR7468262,58.778056,-111.338851,no
SRR7468263,58.778056,-111.338851,yes
SRR7468264,58.778056,-111.338851,no
SRR7468265,58.778056,-111.338851,yes
SRR7468266,58.778056,-111.338851,no
SRR7468267,58.778056,-111.338851,no
SRR7468268,58.778056,-111.338851,no
SRR7468269,58.778056,-111.338851,no
SRR7468270,58.778056,-111.338851,no
SRR7468271,58.778056,-111.338851,no
SRR7468272,58.778056,-111.338851,no
SRR7468273,58.778056,-111.338851,no
SRR7468274,58.778056,-111.338851,no
SRR7468275,58.778056,-111.338851,no
SRR7468276,58.778056,-111.338851,no
SRR7468277,58.778056,-111.338851,no
SRR7468278,58.778056,-111.338851,no
SRR7468279,58.778056,-111.338851,yes
SRR7468280,58.778056,-111.338851,no
SRR7468281,58.778056,-111.338851,yes
SRR7468282,58.778056,-111.338851,no
SRR7468283,58.778056,-111.338851,no
SRR7468284,58.778056,-111.338851,no
SRR7468285,58.778056,-111.338851,no
SRR7468286,58.778056,-111.338851,no
SRR7468287,58.778056,-111.338851,no
SRR7468288,58.778056,-111.338851,no
SRR7468289,58.778056,-111.338851,no
SRR7468290,58.778056,-111.338851,no
SRR7468291,58.778056,-111.338851,no
SRR7468292,58.778056,-111.338851,no
SRR7468293,58.778056,-111.338851,no
SRR7468294,58.778056,-111.338851,no
SRR7468295,58.778056,-111.338851,no
SRR7468296,58.778056,-111.338851,no
SRR7468297,58.778056,-111.338851,no
SRR7468298,58.778056,-111.338851,no
SRR7468299,58.778056,-111.338851,no
SRR7468300,58.778056,-111.338851,no
SRR7468301,58.778056,-111.338851,no
SRR7468302,58.778056,-111.338851,yes
SRR7468303,58.778056,-111.338851,no
SRR7468304,58.778056,-111.338851,no
SRR7468305,58.778056,-111.338851,no
SRR7468306,58.778056,-111.338851,yes
SRR7468307,58.778056,-111.338851,no
SRR7468308,58.778056,-111.338851,no
SRR7468309,58.778056,-111.338851,no
SRR7468310,58.778056,-111.338851,no
SRR7468311,58.778056,-111.338851,no
SRR7468312,58.778056,-111.338851,no
SRR7468313,58.778056,-111.338851,no
SRR7468314,58.778056,-111.338851,no
SRR7369907,33.11,120.26,no
SRR7369908,33.11,120.26,yes
SRR7369909,33.11,120.26,yes
SRR7369910,33.11,120.26,yes
SRR7369911,33.11,120.26,yes
SRR7369912,33.11,120.26,no
SRR7369913,33.11,120.26,no
SRR7369914,33.11,120.26,no
SRR7369915,33.11,120.26,yes
SRR7369916,33.11,120.26,yes
SRR7369917,33.11,120.26,yes
SRR7369918,33.11,120.26,yes
SRR7369919,33.11,120.26,yes
SRR7369920,33.11,120.26,yes
SRR7369921,33.11,120.26,yes
SRR7369922,33.11,120.26,yes
SRR7369923,33.11,120.26,no
SRR7369924,33.11,120.26,yes
SRR7249133,40.41225,-104.56327,no
SRR7249134,40.41774,-104.64017,no
SRR7054680,47.3,8.57,yes
SRR7054681,47.3,8.57,yes
SRR6986807,47.23,132.05,no
SRR6986808,29.16,88.49,no
SRR6986809,31.09,121.21,yes
SRR6986810,31.12,121.26,no
SRR6986811,1.21,103.43,no
SRR6986812,47.25,132.03,no
SRR6986813,22.47,108.21,yes
SRR6986814,22.15,114.15,no
SRR6986815,29.21,111.49,yes
SRR6986816,22.43,108.19,no
SRR6986817,37.45,112.39,yes
SRR6986818,29.17,111.53,yes
SRR6986819,38.28,106.13,yes
SRR6986820,38.03,116.2,no
SRR6986821,31.14,121.29,no
SRR6986822,34.52,118.43,yes
SRR6986823,36.06,120.2,no
SRR6986824,34.55,118.41,yes
SRR6986825,31.1,121.27,yes
SRR6986826,36.04,120.19,yes
SRR6797127,47.25,132.03,yes
SRR6797128,38.54,121.38,yes
SRR6797129,39.1,117.1,yes
SRR6797130,38.03,116.2,no
SRR6797131,36.04,120.19,no
SRR6797132,34.52,118.43,yes
SRR6797133,34.15,117.11,no
SRR6797134,32.03,118.46,no
SRR6797135,31.12,121.26,no
SRR6797136,22.15,114.15,no
SRR6797137,29.17,111.53,yes
SRR6797138,34.44,113.42,no
SRR6797139,37.42,112.45,yes
SRR6797140,39.36,105.08,no
SRR6797141,22.12,113.32,no
SRR6797142,40.36,120.48,no
SRR6797143,23.1,113.18,yes
SRR6797144,22.47,108.21,yes
SRR6797145,38.28,106.13,yes
SRR6797146,30.39,104.04,no
SRR6797147,41.09,80.18,no
SRR6797148,29.16,88.49,no
SRR6797149,-26.1,28.0,no
SRR6797150,1.21,103.43,no
SRR6797151,37.25,-122.1,no
SRR6787039,48.846361,14.487639,yes
SRR6754086,48.846361,14.487639,yes
SRR6754087,48.846361,14.487639,yes
SRR6754088,48.846361,14.487639,yes
SRR6754089,48.846361,14.487639,yes
SRR6791932,48.846361,14.487639,yes
SRR6754092,48.846361,14.487639,yes
SRR6754093,48.846361,14.487639,yes
SRR6754094,48.846361,14.487639,yes
SRR6754095,48.846361,14.487639,yes
SRR6754096,48.846361,14.487639,yes
SRR6754097,48.846361,14.487639,yes
SRR6754098,48.846361,14.487639,yes
SRR6754099,48.846361,14.487639,yes
SRR6754100,48.846361,14.487639,yes
SRR6754101,48.846361,14.487639,yes
SRR6754102,48.846361,14.487639,yes
SRR6754103,48.846361,14.487639,yes
SRR6475630,47.3,8.57,no
SRR6475631,47.3,8.57,yes
SRR6475632,47.3,8.57,yes
SRR6475633,47.3,8.57,yes
SRR6470656,31.22,120.19,no
SRR6470657,31.28,120.16,no
SRR6470658,31.22,120.18,no
SRR6470659,31.22,120.17,no
SRR6470660,31.28,120.18,no
SRR6470661,31.15,120.15,no
SRR6470662,31.28,120.17,no
SRR6470663,31.22,120.2,no
SRR6470664,31.28,120.2,no
SRR6470665,31.28,120.19,no
SRR6470666,31.28,120.15,no
SRR6470667,31.22,120.16,no
SRR6470668,31.22,120.14,no
SRR6470669,31.28,120.1,no
SRR6470670,31.28,120.11,no
SRR6470671,31.18,119.57,no
SRR6470672,31.22,120.15,no
SRR6470673,31.28,120.12,no
SRR6470674,31.28,120.14,no
SRR6470675,31.28,120.13,no
SRR6470676,31.32,120.15,no
SRR6470677,31.28,120.21,no
SRR6470678,31.32,120.13,no
SRR6470679,31.32,120.14,no
SRR6470680,31.32,120.16,no
SRR6470681,31.32,120.17,no
SRR6466468,22.72,113.6,no
SRR6466469,23.16,112.83,no
SRR6466470,23.17,112.77,no
SRR6466471,23.69,113.01,yes
SRR6423776,1.34,103.92,no
SRR6423777,1.4,103.81,yes
SRR6423778,1.34,103.83,no
SRR6423779,1.34,103.915,no
SRR6423780,1.39,103.91,no
SRR6423781,1.41,103.72,no
SRR6423782,1.4,103.79,no
SRR6423783,1.4,103.8,no
SRR6423784,1.34,103.831,no
SRR6423785,1.34,103.914,no
SRR6423786,1.29,103.841,no
SRR6423787,1.29,103.861,no
SRR6423788,1.4,103.791,no
SRR6423789,1.4,103.801,yes
SRR6423790,1.34,103.921,no
SRR6423791,1.41,103.731,yes
SRR6423792,1.39,103.911,no
SRR6423793,1.32,103.871,no
SRR6423794,1.3,103.891,no
SRR6423795,1.39,103.921,yes
SRR6423796,1.38,103.911,no
SRR6423797,1.381,103.916,no
SRR6423798,1.38,103.921,no
SRR6423799,1.31,103.721,no
SRR6423800,1.42,103.721,no
SRR6423801,1.4,103.811,no
SRR6423802,1.42,103.72,yes
SRR6423803,1.31,103.72,yes
SRR6423804,1.38,103.92,yes
SRR6423805,1.381,103.915,no
SRR6423806,1.38,103.91,yes
SRR6423807,1.39,103.92,yes
SRR6423808,1.3,103.89,no
SRR6423809,1.32,103.87,no
SRR6423810,1.29,103.84,no
SRR6423811,1.29,103.86,yes
SRR2989666,25.84,100.18,no
SRR2989665,25.91,100.15,no
SRR2989663,24.72,102.64,no
SRR2989662,24.75,102.63,no
SRR2989661,24.77,102.69,no
SRR2989660,24.86,102.71,no
SRR2989659,24.89,102.72,no
SRR2989658,24.93,102.66,no
SRR2989656,24.72,102.64,no
SRR2989654,24.75,102.63,no
SRR2989653,24.77,102.69,no
SRR2989652,24.86,102.71,no
SRR2989651,24.89,102.72,no
SRR2989584,24.93,102.66,no
SRR2990523,25.65,100.24,no
SRR2990522,25.7,100.24,no
SRR2990505,25.75,100.19,no
SRR2990504,25.8,100.15,no
SRR2990503,25.84,100.18,no
SRR2990502,25.91,100.15,no
SRR2989722,25.65,100.24,no
SRR2989721,25.7,100.24,no
SRR2989684,25.75,100.19,no
SRR2989683,25.8,100.15,no
SRR2962531,25.65,100.24,no
SRR2962530,25.7,100.24,no
SRR2962529,25.75,100.19,no
SRR2962526,25.8,100.15,no
SRR2962524,25.84,100.18,no
SRR2962523,25.91,100.15,no
SRR2962522,25.65,100.24,no
SRR2962521,25.7,100.24,no
SRR2962520,25.75,100.19,no
SRR2962519,25.8,100.15,no
SRR2962518,25.84,100.18,no
SRR2962517,25.91,100.15,no
SRR2962516,24.72,102.64,no
SRR2962511,24.75,102.63,no
SRR2962507,24.77,102.69,no
SRR2962506,24.86,102.71,no
SRR2962505,24.89,102.72,no
SRR2962504,24.93,102.66,no
SRR2962503,24.72,102.64,no
SRR2962502,24.75,102.63,no
SRR2962501,24.77,102.69,no
SRR2962500,24.86,102.71,no
SRR2962498,24.89,102.72,no
SRR2962224,24.93,102.66,no
SRR2082964,42.87,-79.43,no
SRR1522974,-36.36,-48.17,yes
SRR1522973,-11.83,-36.75,yes
SRR1522971,-50.96,-19.76,yes
SRR1522964,-12.46,-31.3,yes
SRR1518285,-8.03,-54.69,no
SRR1515032,-7.45,-13.91,no
SRR1514963,-3.86,-23.04,yes
SRR6321504,22.5628,113.9659,no
SRR6321499,22.5628,113.9659,no
SRR6317135,22.5628,113.9659,no
SRR6317132,22.5628,113.9659,no
SRR6262235,24.82,118.16,yes
SRR6262236,24.82,118.16,yes
SRR6262237,24.82,118.16,yes
SRR6262238,24.82,118.16,yes
SRR6262239,24.82,118.16,yes
SRR6262240,24.82,118.16,yes
SRR6262241,24.82,118.16,yes
SRR6262242,24.82,118.16,yes
SRR6262243,24.82,118.16,yes
SRR6262244,24.82,118.16,yes
SRR6262245,24.82,118.16,yes
SRR6262246,24.82,118.16,yes
SRR6237650,42.43592,-71.14935,yes
SRR6237655,42.43592,-71.14935,no
SRR6201526,41.77,-81.73,yes
SRR6201524,41.77,-81.73,yes
SRR6201002,43.099444,-89.404444,yes
SRR6197918,43.099444,-89.404444,yes
SRR5997540,1.42,103.72,no
SRR5997541,1.31,103.72,no
SRR5997542,1.29,103.84,no
SRR5997543,1.29,103.86,yes
SRR5997544,1.3,103.89,no
SRR5997545,1.32,103.87,no
SRR5997546,1.38,103.91,no
SRR5997547,1.39,103.92,yes
SRR5997548,1.38,103.92,no
SRR5997549,1.381,103.915,no
SRR5997550,1.391,103.86,no
SRR5997551,1.41,103.73,no
SRR5997552,1.41,103.72,no
SRR5896114,51.7874,104.9391,yes
SRR5896115,51.7874,104.9391,yes
SRR5857879,43.2047,-79.266,no
SRR5857880,43.2052,-79.2648,no
SRR5857881,43.2043,-79.2669,no
SRR5857882,43.3698,-79.3981,no
SRR5857883,42.8723,-79.4188,no
SRR5857884,42.8722,-79.4272,no
SRR5857885,42.8744,-79.4289,no
SRR5857886,42.8754,-79.4299,no
SRR5857887,42.8638,-79.3862,no
SRR5857888,43.2047,-79.266,no
SRR5857889,43.0873,-79.2916,no
SRR5857890,42.9974,-79.0409,no
SRR5857891,42.9477,-79.3783,no
SRR5857892,43.2251,-79.1827,no
SRR5857893,43.1983,-79.2647,no
SRR5857894,43.05,-79.1326,no
SRR5857895,43.1156,-79.5665,no
SRR5857896,42.9551,-79.0159,no
SRR5857897,43.2211,-79.2258,no
SRR5857898,43.1897,-79.4969,no
SRR5857899,43.125,-79.0813,no
SRR5857900,43.0746,-79.808,no
SRR5857901,43.125,-79.0813,no
SRR5857902,43.112,-79.1756,no
SRR5857903,43.2573,-79.0866,no
SRR5857904,42.9885,-79.2663,no
SRR5857905,42.9803,-79.2853,no
SRR5857906,43.0056,-79.4823,no
SRR5857907,43.0646,-79.7947,no
SRR5857908,42.9968,-79.5662,no
