ID;Latitude;Longitude
SRR9061327;40.1023;116.7319
SRR9061328;39.27763;117.5778
SRR9061329;39.90758;116.7813
SRR9061330;39.76123;117.1858
SRR9061331;39.71022;117.2088
SRR9061332;39.27763;117.5778
SRR9061333;39.15863;117.6434
SRR9061334;39.15497;117.6609
SRR9061335;39.11049;117.7274
SRR9061336;39.90604;116.7613
SRR9061337;39.85734;116.8424
SRR9061338;39.78488;116.9725
SRR9061339;39.73796;117.1294
SRR9061340;39.47033;117.479
SRR9061341;40.43775;116.9959
SRR9061342;39.85734;116.8424
SRR9061343;39.78488;116.9725
SRR9061344;39.11049;117.7274
SRR9061345;39.90604;116.7613
SRR9061346;39.67972;117.2903
SRR9061347;39.60959;117.3882
SRR9061348;39.73796;117.1294
SRR9061349;39.76123;117.1858
SRR9061350;39.38984;117.5044
SRR9061351;39.90758;116.7813
SRR9061352;39.97084;116.7628
SRR9061353;40.04623;116.7651
SRR9061354;40.1023;116.7319
SRR9061355;40.12949;116.6711
SRR9061356;40.33768;116.7958
SRR9061357;40.34758;116.8168
SRR9061358;40.72984;116.6237
SRR9061359;40.34765;116.8369
SRR9061360;39.71022;117.2088
SRR9061361;39.67972;117.2903
SRR9061362;39.27763;117.5778
SRR9061363;39.15863;117.6434
SRR9061364;39.11049;117.7274
SRR9061365;39.90604;116.7613
SRR9061366;39.85734;116.8424
SRR9061367;39.78488;116.9725
SRR9061368;39.73796;117.1294
SRR9061369;39.76123;117.1858
SRR9061370;40.34765;116.8369
