ID;Latitude;Longitude
SRR9061371;40.39061;116.9106
SRR9061372;40.65438;116.775
SRR9061373;40.72984;116.6237
SRR9061374;39.47033;117.479
SRR9061375;39.60959;117.3882
SRR9061376;40.43775;116.9959
SRR8894378;24.541;102.895
SRR8894379;24.541;102.895
SRR8894380;24.541;102.895
SRR8894381;24.541;102.895
SRR8894382;24.541;102.895
SRR8870486;28.627552;77.253977
SRR8870488;28.627552;77.253977
SRR8837834;53.7;109.11
SRR8837835;53.7;109.11
SRR8837836;53.93;109.03
SRR8837837;53.93;109.03
SRR8837838;53.9;109.07
SRR8837839;53.9;109.07
SRR8837840;53.71;109.07
SRR8837841;53.71;109.07
SRR8837842;53.96;109.17
SRR8837843;53.96;109.17
SRR8837844;52.14;105.78
SRR8837845;52.14;105.78
SRR8837846;52.14;105.78
SRR8837847;52.14;105.78
SRR8837848;51.67;104.05
SRR8837849;51.67;104.05
SRR8837850;51.67;104.05
SRR8837851;52.14;105.78
SRR8837852;51.87;105.08
SRR8837853;51.87;105.08
SRR8837854;51.67;104.05
SRR8837855;51.87;105.08
SRR8837856;52.14;105.78
SRR8837857;52.14;105.78
SRR8837858;54.86;109.46
SRR8837859;52.37;106.29
SRR8837860;52.37;106.29
SRR8837861;52.14;105.78
SRR8837862;54.86;109.46
SRR8837863;54.86;109.46
SRR8837864;54.86;109.46
SRR8837865;54.86;109.46
SRR8837866;53.82;109.11
SRR8837867;53.82;109.16
SRR8837868;53.83;109.07
SRR8837869;53.82;109.11
SRR8837870;53.88;109.18
SRR8837871;53.83;109.07
SRR8837872;54.01;108.42
SRR8837873;53.88;109.18
SRR8837874;54.01;108.42
SRR8837875;54.01;108.42
SRR8837876;53.66;109.08
SRR8837877;53.66;109.08
SRR8837878;53.69;109.14
SRR8837879;53.69;109.14
SRR8837880;53.77;109.12
SRR8837881;53.77;109.12
SRR8837882;53.77;109.07
SRR8837883;53.77;109.07
SRR8837884;53.77;109.15
SRR8837885;53.82;109.16
SRR8837886;53.5;108.79
SRR8837887;53.5;108.79
SRR8837888;53.5;108.79
SRR8837889;53.5;108.79
SRR8837890;53.5;108.79
SRR8837891;53.5;108.79
SRR8837892;53.54;108.87
SRR8837893;53.54;108.87
SRR8837894;53.54;108.87
SRR8837895;53.54;108.87
SRR8837896;51.67;104.05
SRR8837897;53.33;107.5
SRR8837898;53.33;107.5
SRR8837899;53.33;107.5
SRR8837900;53.33;107.5
SRR8837901;53.33;107.5
SRR8837902;53.46;108.04
SRR8837903;53.46;108.04
SRR8837904;53.46;108.04
SRR8837905;53.33;107.5
SRR8837906;53.33;107.5
SRR8837907;54.01;108.42
SRR8837908;54.01;108.42
SRR8837909;54.01;108.42
SRR8837910;54.01;108.42
SRR8837911;54.01;108.42
SRR8837912;53.46;108.04
SRR8837913;53.46;108.04
SRR8837914;53.46;108.04
SRR8837915;53.46;108.04
SRR8837916;53.46;108.04
SRR8837917;54.86;109.46
SRR8837918;54.86;109.46
SRR8837919;54.86;109.46
SRR8837920;54.86;109.46
SRR8837921;54.86;109.46
SRR8837922;54.86;109.46
SRR8837923;52.82;107.15
SRR8837924;52.82;107.15
SRR8837925;52.4;106.84
SRR8837926;52.4;106.84
SRR8837927;52.82;107.15
SRR8837928;52.82;107.15
SRR8837929;52.82;107.15
SRR8837930;52.82;107.15
SRR8837931;53.13;106.95
SRR8837932;53.13;106.95
SRR8837933;53.13;106.95
SRR8837934;53.13;106.95
SRR8837935;53.33;107.5
SRR8837936;53.13;106.95
SRR8837937;51.87;105.08
SRR8837938;51.87;105.08
SRR8837939;51.67;104.05
SRR8837940;51.67;104.05
SRR8837941;51.67;104.05
SRR8837942;51.67;104.05
SRR8837943;51.87;105.08
SRR8837944;51.87;105.08
SRR8837945;51.67;104.05
SRR8837946;51.87;105.08
SRR8675718;5.531166667;5.701194444
SRR8675719;5.532916667;5.648500000
SRR8675720;5.512361111;5.747027778
SRR8675721;5.540916667;5.628305556
SRR8675722;5.51275;5.733194445
SRR8675723;5.511555556;5.745583333
SRR8675724;5.529722222;5.700972222
SRR8675725;5.530944445;5.701194444
SRR8675726;5.540916667;5.628305556
SRR8675727;5.538138889;5.66525
SRR8675728;5.532916667;5.648500000
SRR8675729;5.531166667;5.701194444
SRR8675730;5.530944445;5.701194444
SRR8675731;5.529722222;5.700972222
SRR8675732;5.51275;5.733194445
SRR8675733;5.538138889;5.66525
SRR8675734;5.540916667;5.628305556
SRR8675735;5.512361111;5.747027778
SRR8675736;5.51275;5.733194445
SRR8675737;5.538138889;5.66525
SRR8675738;5.529722222;5.700972222
SRR8675739;5.511555556;5.745583333
SRR8675740;5.532916667;5.648500000
SRR8675741;5.530944445;5.701194444
SRR8675742;5.529722222;5.700972222
SRR8675743;5.511555556;5.745583333
SRR8675744;5.538138889;5.66525
SRR8675745;5.540916667;5.628305556
SRR8675746;5.511555556;5.745583333
SRR8675747;5.51275;5.733194445
SRR8675748;5.531166667;5.701194444
SRR8675749;5.530944445;5.701194444
SRR8675750;5.512361111;5.747027778
SRR8675751;5.532916667;5.648500000
SRR8561390;51.787400;104.939100
SRR8561391;51.787400;104.939100
SRR8517158;49.77;-93.82
SRR8517159;49.77;-93.82
SRR8517160;49.69;-93.69
SRR8517161;49.69;-93.69
SRR8517162;49.69;-93.69
SRR8517163;49.69;-93.69
SRR8369884;23.1037;113.3014
SRR8369885;23.1037;113.3010
SRR8369886;23.1037;113.3012
SRR8369887;23.1037;113.3008
SRR8209851;22.5121;88.3637
SRR8209852;22.5121;88.3637
SRR8191144;41.3840;-82.5130
SRR8191145;41.3840;-82.5130
SRR8146599;66.753112;32.784200
SRR8126707;38.91;-76.96
SRR8126708;38.91;-76.96
SRR8126709;38.91;-76.96
SRR8126710;38.91;-76.96
SRR8126711;38.91;-76.96
SRR8126712;38.91;-76.96
SRR8126713;38.91;-76.96
SRR8126714;38.91;-76.96
SRR8126715;38.91;-76.96
SRR8126716;38.91;-76.96
SRR8126717;38.91;-76.96
SRR8126718;38.91;-76.96
SRR8126719;38.91;-76.96
SRR8126720;38.91;-76.96
SRR8126721;38.91;-76.96
SRR8126722;38.91;-76.96
SRR8126723;38.91;-76.96
SRR8126724;38.91;-76.96
SRR8126725;38.91;-76.96
SRR8126726;38.91;-76.96
SRR8126727;38.91;-76.96
SRR8126728;38.91;-76.96
SRR8126729;38.91;-76.96
SRR8126730;38.91;-76.96
SRR8126731;38.91;-76.96
SRR8126732;38.91;-76.96
SRR8126733;38.91;-76.96
SRR8126734;38.91;-76.96
SRR8126735;38.91;-76.96
SRR8126736;38.91;-76.96
SRR8126737;38.91;-76.96
SRR8126738;38.91;-76.96
SRR8075934;34.261117;-83.950069
SRR8075935;34.261117;-83.950069
SRR8075936;34.261117;-83.950069
SRR8075938;34.261117;-83.950069
SRR8075940;29.718121;-84.888527
SRR8075941;31.66294;-85.062168
SRR8075942;29.718121;-84.888527
SRR8075943;29.718121;-84.888527
SRR8075944;29.719072;-84.981177
SRR8075946;29.719072;-84.981177
SRR8075947;29.719072;-84.981177
SRR8075948;31.66294;-85.062168
SRR8075949;31.66294;-85.062168
SRR8075950;34.261117;-83.950069
SRR8075952;32.933463;-85.19634
SRR8075953;32.933463;-85.19634
SRR8075954;34.261117;-83.950069
SRR8075955;29.719072;-84.981177
SRR8075958;34.261117;-83.950069
SRR8075960;32.664624;-85.087393
SRR8075961;34.261117;-83.950069
SRR8075962;32.664624;-85.087393
SRR8075963;32.664624;-85.087393
SRR8075964;31.66294;-85.062168
SRR8075965;32.664624;-85.087393
SRR8075975;34.261117;-83.950069
SRR8075976;34.261117;-83.950069
SRR8075977;31.66294;-85.062168
SRR8075978;32.933463;-85.19634
SRR8075979;29.718121;-84.888527
SRR8075980;31.66294;-85.062168
SRR8075982;34.261117;-83.950069
SRR8075983;34.261117;-83.950069
SRR8075984;34.261117;-83.950069
SRR8075985;30.743083;-84.858652
SRR8075986;30.743083;-84.858652
SRR8075987;30.743083;-84.858652
SRR8075988;30.743083;-84.858652
SRR8075989;32.933463;-85.19634
SRR8075990;32.933463;-85.19634
SRR8075991;30.743083;-84.858652
SRR8075992;32.664624;-85.087393
SRR8075993;31.66294;-85.062168
SRR7877878;31.76;-106.48
SRR7877879;31.76;-106.48
SRR7877880;31.76;-106.48
SRR7877881;31.76;-106.48
SRR7877882;31.76;-106.48
SRR7877883;31.76;-106.48
SRR7877884;37.87;-122.25
SRR7877885;31.76;-106.48
SRR7877886;31.76;-106.49
SRR7877887;31.76;-106.48
SRR7877888;31.76;-106.48
SRR7877889;31.76;-106.48
SRR7877890;31.76;-106.48
SRR7514472;58.778056;-111.338851
SRR7514473;58.778056;-111.338851
SRR7514474;58.778056;-111.338851
SRR7514475;58.778056;-111.338851
SRR7514476;58.778056;-111.338851
SRR7514477;58.778056;-111.338851
SRR7514478;58.778056;-111.338851
SRR7514479;58.778056;-111.338851
SRR7514480;58.778056;-111.338851
SRR7514481;58.778056;-111.338851
SRR7514482;58.778056;-111.338851
SRR7514483;58.778056;-111.338851
SRR7514484;58.778056;-111.338851
SRR7514485;58.778056;-111.338851
SRR7514486;58.778056;-111.338851
SRR7514487;58.778056;-111.338851
SRR7514488;58.778056;-111.338851
SRR7514489;58.778056;-111.338851
SRR7514490;58.778056;-111.338851
SRR7514491;58.778056;-111.338851
SRR7514492;58.778056;-111.338851
SRR7514493;58.778056;-111.338851
SRR7514494;58.778056;-111.338851
SRR7514495;58.778056;-111.338851
SRR7514496;58.778056;-111.338851
SRR7514497;58.778056;-111.338851
SRR7514498;58.778056;-111.338851
SRR7514499;58.778056;-111.338851
SRR7514500;58.778056;-111.338851
SRR7514501;58.778056;-111.338851
SRR7514502;58.778056;-111.338851
SRR7514503;58.778056;-111.338851
SRR7514504;58.778056;-111.338851
SRR7514505;58.778056;-111.338851
SRR7514506;58.778056;-111.338851
SRR7514507;58.778056;-111.338851
SRR7514508;58.778056;-111.338851
SRR7514509;58.778056;-111.338851
SRR7514510;58.778056;-111.338851
SRR7514511;58.778056;-111.338851
SRR7514512;58.778056;-111.338851
SRR7514513;58.778056;-111.338851
SRR7514514;58.778056;-111.338851
SRR7514515;58.778056;-111.338851
SRR7468254;58.778056;-111.338851
SRR7468255;58.778056;-111.338851
SRR7468256;58.778056;-111.338851
SRR7468257;58.778056;-111.338851
SRR7468258;58.778056;-111.338851
SRR7468259;58.778056;-111.338851
SRR7468260;58.778056;-111.338851
SRR7468261;58.778056;-111.338851
SRR7468262;58.778056;-111.338851
SRR7468263;58.778056;-111.338851
SRR7468264;58.778056;-111.338851
SRR7468265;58.778056;-111.338851
SRR7468266;58.778056;-111.338851
SRR7468267;58.778056;-111.338851
SRR7468268;58.778056;-111.338851
SRR7468269;58.778056;-111.338851
SRR7468270;58.778056;-111.338851
SRR7468271;58.778056;-111.338851
SRR7468272;58.778056;-111.338851
SRR7468273;58.778056;-111.338851
SRR7468274;58.778056;-111.338851
SRR7468275;58.778056;-111.338851
SRR7468276;58.778056;-111.338851
SRR7468277;58.778056;-111.338851
SRR7468278;58.778056;-111.338851
SRR7468279;58.778056;-111.338851
SRR7468280;58.778056;-111.338851
SRR7468281;58.778056;-111.338851
SRR7468282;58.778056;-111.338851
SRR7468283;58.778056;-111.338851
SRR7468284;58.778056;-111.338851
SRR7468285;58.778056;-111.338851
SRR7468286;58.778056;-111.338851
SRR7468287;58.778056;-111.338851
SRR7468288;58.778056;-111.338851
SRR7468289;58.778056;-111.338851
SRR7468290;58.778056;-111.338851
SRR7468291;58.778056;-111.338851
SRR7468292;58.778056;-111.338851
SRR7468293;58.778056;-111.338851
SRR7468294;58.778056;-111.338851
SRR7468295;58.778056;-111.338851
SRR7468296;58.778056;-111.338851
SRR7468297;58.778056;-111.338851
SRR7468298;58.778056;-111.338851
SRR7468299;58.778056;-111.338851
SRR7468300;58.778056;-111.338851
SRR7468301;58.778056;-111.338851
SRR7468302;58.778056;-111.338851
SRR7468303;58.778056;-111.338851
SRR7468304;58.778056;-111.338851
SRR7468305;58.778056;-111.338851
SRR7468306;58.778056;-111.338851
SRR7468307;58.778056;-111.338851
SRR7468308;58.778056;-111.338851
SRR7468309;58.778056;-111.338851
SRR7468310;58.778056;-111.338851
SRR7468311;58.778056;-111.338851
SRR7468312;58.778056;-111.338851
SRR7468313;58.778056;-111.338851
SRR7468314;58.778056;-111.338851
SRR7369907;33.11;120.26
SRR7369908;33.11;120.26
SRR7369909;33.11;120.26
SRR7369910;33.11;120.26
SRR7369911;33.11;120.26
SRR7369912;33.11;120.26
SRR7369913;33.11;120.26
SRR7369914;33.11;120.26
SRR7369915;33.11;120.26
SRR7369916;33.11;120.26
SRR7369917;33.11;120.26
SRR7369918;33.11;120.26
SRR7369919;33.11;120.26
SRR7369920;33.11;120.26
SRR7369921;33.11;120.26
SRR7369922;33.11;120.26
SRR7369923;33.11;120.26
SRR7369924;33.11;120.26
SRR7249133;40.412250;-104.563270
SRR7249134;40.417740;-104.640170
SRR7054680;47.30;8.57
SRR7054681;47.30;8.57
SRR6986807;47.23;132.05
SRR6986808;29.16;88.49
SRR6986809;31.09;121.21
SRR6986810;31.12;121.26
SRR6986811;1.21;103.43
SRR6986812;47.25;132.03
SRR6986813;22.47;108.21
SRR6986814;22.15;114.15
SRR6986815;29.21;111.49
SRR6986816;22.43;108.19
SRR6986817;37.45;112.39
SRR6986818;29.17;111.53
SRR6986819;38.28;106.13
SRR6986820;38.03;116.20
SRR6986821;31.14;121.29
SRR6986822;34.52;118.43
SRR6986823;36.06;120.20
SRR6986824;34.55;118.41
SRR6986825;31.10;121.27
SRR6986826;36.04;120.19
SRR6797127;47.25;132.03
SRR6797128;38.54;121.38
SRR6797129;39.10;117.10
SRR6797130;38.03;116.20
SRR6797131;36.04;120.19
SRR6797132;34.52;118.43
SRR6797133;34.15;117.11
SRR6797134;32.03;118.46
SRR6797135;31.12;121.26
SRR6797136;22.15;114.15
SRR6797137;29.17;111.53
SRR6797138;34.44;113.42
SRR6797139;37.42;112.45
SRR6797140;39.36;105.08
SRR6797141;22.12;113.32
SRR6797142;40.36;120.48
SRR6797143;23.10;113.18
SRR6797144;22.47;108.21
SRR6797145;38.28;106.13
SRR6797146;30.39;104.04
SRR6797147;41.09;80.18
SRR6797148;29.16;88.49
SRR6797149;-26.10;28.00
SRR6797150;1.21;103.43
SRR6797151;37.25;-122.10
SRR6787039;48.846361;14.487639
SRR6754086;48.846361;14.487639
SRR6754087;48.846361;14.487639
SRR6754088;48.846361;14.487639
SRR6754089;48.846361;14.487639
SRR6791932;48.846361;14.487639
SRR6754092;48.846361;14.487639
SRR6754093;48.846361;14.487639
SRR6754094;48.846361;14.487639
SRR6754095;48.846361;14.487639
SRR6754096;48.846361;14.487639
SRR6754097;48.846361;14.487639
SRR6754098;48.846361;14.487639
SRR6754099;48.846361;14.487639
SRR6754100;48.846361;14.487639
SRR6754101;48.846361;14.487639
SRR6754102;48.846361;14.487639
SRR6754103;48.846361;14.487639
SRR6475630;47.30;8.57
SRR6475631;47.30;8.57
SRR6475632;47.30;8.57
SRR6475633;47.30;8.57
SRR6470656;31.22;120.19
SRR6470657;31.28;120.16
SRR6470658;31.22;120.18
SRR6470659;31.22;120.17
SRR6470660;31.28;120.18
SRR6470661;31.15;120.15
SRR6470662;31.28;120.17
SRR6470663;31.22;120.20
SRR6470664;31.28;120.20
SRR6470665;31.28;120.19
SRR6470666;31.28;120.15
SRR6470667;31.22;120.16
SRR6470668;31.22;120.14
SRR6470669;31.28;120.10
SRR6470670;31.28;120.11
SRR6470671;31.18;119.57
SRR6470672;31.22;120.15
SRR6470673;31.28;120.12
SRR6470674;31.28;120.14
SRR6470675;31.28;120.13
SRR6470676;31.32;120.15
SRR6470677;31.28;120.21
SRR6470678;31.32;120.13
SRR6470679;31.32;120.14
SRR6470680;31.32;120.16
SRR6470681;31.32;120.17
SRR6466468;22.72;113.60
SRR6466469;23.16;112.83
SRR6466470;23.17;112.77
SRR6466471;23.69;113.01
SRR6423776;1.34;103.92
SRR6423777;1.40;103.81
SRR6423778;1.34;103.83
SRR6423779;1.34;103.915
SRR6423780;1.39;103.91
SRR6423781;1.41;103.72
SRR6423782;1.40;103.79
SRR6423783;1.40;103.80
SRR6423784;1.34;103.831
SRR6423785;1.34;103.914
SRR6423786;1.29;103.841
SRR6423787;1.29;103.861
SRR6423788;1.40;103.791
SRR6423789;1.40;103.801
SRR6423790;1.34;103.921
SRR6423791;1.41;103.731
SRR6423792;1.39;103.911
SRR6423793;1.32;103.871
SRR6423794;1.30;103.891
SRR6423795;1.39;103.921
SRR6423796;1.38;103.911
SRR6423797;1.381;103.916
SRR6423798;1.38;103.921
SRR6423799;1.31;103.721
SRR6423800;1.42;103.721
SRR6423801;1.40;103.811
SRR6423802;1.42;103.72
SRR6423803;1.31;103.72
SRR6423804;1.38;103.92
SRR6423805;1.381;103.915
SRR6423806;1.38;103.91
SRR6423807;1.39;103.92
SRR6423808;1.30;103.89
SRR6423809;1.32;103.87
SRR6423810;1.29;103.84
SRR6423811;1.29;103.86
SRR2989666;25.84;100.18
SRR2989665;25.91;100.15
SRR2989663;24.72;102.64
SRR2989662;24.75;102.63
SRR2989661;24.77;102.69
SRR2989660;24.86;102.71
SRR2989659;24.89;102.72
SRR2989658;24.93;102.66
SRR2989656;24.72;102.64
SRR2989654;24.75;102.63
SRR2989653;24.77;102.69
SRR2989652;24.86;102.71
SRR2989651;24.89;102.72
SRR2989584;24.93;102.66
SRR2990523;25.65;100.24
SRR2990522;25.70;100.24
SRR2990505;25.75;100.19
SRR2990504;25.80;100.15
SRR2990503;25.84;100.18
SRR2990502;25.91;100.15
SRR2989722;25.65;100.24
SRR2989721;25.70;100.24
SRR2989684;25.75;100.19
SRR2989683;25.80;100.15
SRR2962531;25.65;100.24
SRR2962530;25.70;100.24
SRR2962529;25.75;100.19
SRR2962526;25.80;100.15
SRR2962524;25.84;100.18
SRR2962523;25.91;100.15
SRR2962522;25.65;100.24
SRR2962521;25.70;100.24
SRR2962520;25.75;100.19
SRR2962519;25.80;100.15
SRR2962518;25.84;100.18
SRR2962517;25.91;100.15
SRR2962516;24.72;102.64
SRR2962511;24.75;102.63
SRR2962507;24.77;102.69
SRR2962506;24.86;102.71
SRR2962505;24.89;102.72
SRR2962504;24.93;102.66
SRR2962503;24.72;102.64
SRR2962502;24.75;102.63
SRR2962501;24.77;102.69
SRR2962500;24.86;102.71
SRR2962498;24.89;102.72
SRR2962224;24.93;102.66
SRR2082964;42.87;-79.43
SRR1522974;-36.36;-48.17
SRR1522973;-11.83;-36.75
SRR1522971;-50.96;-19.76
SRR1522964;-12.46;-31.30
SRR1518285;-8.03;-54.69
SRR1515032;-7.45;-13.91
SRR1514963;-3.86;-23.04
SRR6321504;22.5628;113.9659
SRR6321499;22.5628;113.9659
SRR6317135;22.5628;113.9659
SRR6317132;22.5628;113.9659
SRR6262235;24.82;118.16
SRR6262236;24.82;118.16
SRR6262237;24.82;118.16
SRR6262238;24.82;118.16
SRR6262239;24.82;118.16
SRR6262240;24.82;118.16
SRR6262241;24.82;118.16
SRR6262242;24.82;118.16
SRR6262243;24.82;118.16
SRR6262244;24.82;118.16
SRR6262245;24.82;118.16
SRR6262246;24.82;118.16
SRR6237650;42.43592;-71.14935
SRR6237655;42.43592;-71.14935
SRR6201526;41.77;-81.73
SRR6201524;41.77;-81.73
SRR6201002;43.099444;-89.404444
SRR6197918;43.099444;-89.404444
SRR5997540;1.42;103.72
SRR5997541;1.31;103.72
SRR5997542;1.29;103.84
SRR5997543;1.29;103.86
SRR5997544;1.30;103.89
SRR5997545;1.32;103.87
SRR5997546;1.38;103.91
SRR5997547;1.39;103.92
SRR5997548;1.38;103.92
SRR5997549;1.381;103.915
SRR5997550;1.391;103.86
SRR5997551;1.41;103.73
SRR5997552;1.41;103.72
SRR5896114;51.7874;104.9391
SRR5896115;51.7874;104.9391
SRR5857879;43.2047;-79.2660
SRR5857880;43.2052;-79.2648
SRR5857881;43.2043;-79.2669
SRR5857882;43.3698;-79.3981
SRR5857883;42.8723;-79.4188
SRR5857884;42.8722;-79.4272
SRR5857885;42.8744;-79.4289
SRR5857886;42.8754;-79.4299
SRR5857887;42.8638;-79.3862
SRR5857888;43.2047;-79.2660
SRR5857889;43.0873;-79.2916
SRR5857890;42.9974;-79.0409
SRR5857891;42.9477;-79.3783
SRR5857892;43.2251;-79.1827
SRR5857893;43.1983;-79.2647
SRR5857894;43.0500;-79.1326
SRR5857895;43.1156;-79.5665
SRR5857896;42.9551;-79.0159
SRR5857897;43.2211;-79.2258
SRR5857898;43.1897;-79.4969
SRR5857899;43.1250;-79.0813
SRR5857900;43.0746;-79.8080
SRR5857901;43.1250;-79.0813
SRR5857902;43.1120;-79.1756
SRR5857903;43.2573;-79.0866
SRR5857904;42.9885;-79.2663
SRR5857905;42.9803;-79.2853
SRR5857906;43.0056;-79.4823
SRR5857907;43.0646;-79.7947
SRR5857908;42.9968;-79.5662
SRR5857909;42.9720;-79.3177
SRR5857910;42.8864;-78.9547
SRR5857911;43.0213;-79.6177
SRR5857912;43.0287;-79.2110
SRR5857913;43.1250;-79.0813
SRR5857914;42.9848;-79.2728
SRR5857915;42.9947;-79.2501
SRR5857916;43.2532;-79.1259
SRR5857917;42.9309;-78.9375
SRR5857918;43.0462;-79.1230
SRR5857919;43.1268;-79.3959
SRR5857920;42.9720;-79.3177
SRR5857921;42.9968;-79.5662
SRR5857922;43.1113;-79.8815
SRR5857923;43.1601;-79.9312
SRR5857924;43.0213;-79.6177
SRR5857925;43.0998;-79.8132
SRR5857926;43.0414;-79.1230
SRR5857927;43.1268;-79.3959
SRR5857928;43.1613;-79.9368
SRR5857929;43.1707;-79.9474
SRR5857930;43.0575;-79.2858
SRR5857931;43.1519;-79.3745
SRR5857932;43.1333;-79.3835
SRR5857933;43.0838;-79.4748
SRR5857934;43.1342;-79.7453
SRR5857935;42.9968;-79.5662
SRR5857936;43.0213;-79.6177
SRR5857937;43.2162;-79.2121
SRR5857938;43.0274;-79.6322
SRR5857939;43.0745;-79.5250
SRR5857940;43.0414;-79.1230
SRR5857941;43.0393;-79.0821
SRR5857942;43.2532;-79.1259
SRR5857529;43.1268;-79.3959
SRR5857530;43.0638;-79.2749
SRR5857531;43.0731;-79.3093
SRR5857532;42.9725;-79.0184
SRR5857533;42.9460;-79.0683
SRR5857534;42.9725;-79.0184
SRR5857535;42.9460;-79.0683
SRR5857536;43.0998;-79.8132
SRR5857537;42.8481;-79.0951
SRR5857538;43.0638;-79.2749
SRR5857539;42.8381;-79.1951
SRR5857540;42.8721;-79.2181
SRR5857541;42.8760;-79.2804
SRR5857542;43.2043;-79.2669
SRR5857543;43.2052;-79.2648
SRR5857544;43.2047;-79.2660
SRR5857545;42.8864;-78.9547
SRR5857546;42.8723;-79.4188
SRR5857547;42.8698;-79.3981
SRR5857548;43.1707;-79.9474
SRR5857549;42.8744;-79.4289
SRR5857550;42.8722;-79.4272
SRR5857551;42.8723;-79.4188
SRR5857552;42.8698;-79.3981
SRR5857553;42.8744;-79.4289
SRR5857554;42.8722;-79.4272
SRR5857555;42.8638;-79.3862
SRR5857556;42.8754;-79.4299
SRR5857557;43.2052;-79.2648
SRR5857558;43.2047;-79.2660
SRR5857559;42.8698;-79.3981
SRR5857560;43.2043;-79.2669
SRR5857561;43.0575;-79.2858
SRR5857562;43.0731;-79.3093
SRR5857563;43.0689;-79.7805
SRR5857564;43.0125;-79.2370
SRR5857565;42.8748;-79.4526
SRR5857566;42.8680;-79.3659
SRR5857567;43.1628;-79.8865
SRR5857568;43.1162;-79.2121
SRR5857569;43.1342;-79.7553
SRR5857570;43.0838;-79.4748
SRR5857571;42.8763;-79.0199
SRR5857572;43.1033;-79.2112
SRR5857573;43.0339;-79.0481
SRR5857574;42.8733;-79.2045
SRR5857575;43.2336;-79.1633
SRR5857576;43.1250;-79.0813
SRR5857577;43.1120;-79.1756
SRR5857578;43.2573;-79.0866
SRR5857579;43.2251;-79.1827
SRR5857580;43.1983;-79.2647
SRR5857581;43.1717;-79.3363
SRR5857582;42.9725;-79.0184
SRR5857583;42.9460;-79.0683
SRR5857584;43.0731;-79.3093
SRR5857585;42.9974;-79.0409
SRR5857586;42.8638;-79.3862
SRR5857587;43.1120;-79.1756
SRR5857588;43.1033;-79.2112
SRR5857589;42.8638;-79.3862
SRR5857590;42.8754;-79.4299
SRR5857591;42.8744;-79.4289
SRR5857592;42.8722;-79.4272
SRR5857593;42.9180;-78.9714
SRR5857594;42.9309;-78.9375
SRR5857595;42.8721;-79.2181
SRR5857596;43.1997;-79.5572
SRR5857597;42.8760;-79.2804
SRR5857598;43.1635;-79.3156
SRR5857599;42.8748;-79.4526
SRR5857600;42.8680;-79.3659
SRR5857601;43.1717;-79.3363
SRR5857602;43.0482;-79.7423
SRR5857603;43.1113;-79.8815
SRR5857604;43.1601;-79.9312
SRR5857605;43.0339;-79.0481
SRR5857606;43.0920;-79.2617
SRR5857607;42.8181;-79.0961
SRR5857608;42.8733;-79.2045
SRR5857609;43.1033;-79.2112
SRR5857610;42.8763;-79.0199
SRR5857611;43.1613;-79.9368
SRR5857612;43.1707;-79.9474
SRR5857613;43.1333;-79.3835
SRR5857614;42.9477;-79.3783
SRR5857615;43.1537;-79.3346
SRR5857616;43.1519;-79.3745
SRR5857617;42.8638;-79.3862
SRR5857618;43.0393;-79.0821
SRR5857619;42.8744;-79.4289
SRR5857620;42.8754;-79.4299
SRR5857621;42.8723;-79.4188
SRR5857622;42.8722;-79.4272
SRR5857623;43.2043;-79.2669
SRR5857624;42.8698;-79.3981
SRR5857625;43.2047;-79.2660
SRR5857626;43.2052;-79.2648
SRR5857627;42.8754;-79.4299
SRR5857628;43.1913;-79.8989
SRR5857629;42.8638;-79.3862
SRR5857630;42.8754;-79.4299
SRR5857631;43.0875;-79.2920
SRR5857632;43.1150;-79.2748
SRR5857633;43.0622;-79.2936
SRR5857634;43.0873;-79.2916
SRR5857635;43.1997;-79.5572
SRR5857636;43.1635;-79.3156
SRR5857637;43.0920;-79.2617
SRR5857638;43.0339;-79.0481
SRR5857639;42.9885;-79.2663
SRR5857640;42.9803;-79.2853
SRR5857641;42.9698;-79.0481
SRR5857642;42.8723;-79.4188
SRR5857643;42.8723;-79.4188
SRR5857644;42.9725;-79.0184
SRR5857645;43.0056;-79.4823
SRR5857646;43.0646;-79.7947
SRR5857647;42.9910;-79.6773
SRR5857648;42.9806;-79.5623
SRR5857649;42.8722;-79.4272
SRR5857650;43.0274;-79.6322
SRR5857651;43.0075;-79.1120
SRR5857652;43.1120;-79.4216
SRR5857653;43.1537;-79.3346
SRR5857654;43.1142;-79.1396
SRR5857655;43.1913;-79.8989
SRR5857656;43.2537;-79.0955
SRR5857657;43.2052;-79.2648
SRR5857658;43.2043;-79.2669
SRR5857659;43.0287;-79.2110
SRR5857660;43.2047;-79.2660
SRR5857661;42.9848;-79.2728
SRR5857662;42.9947;-79.2501
SRR5857663;42.8733;-79.2045
SRR5857664;42.8763;-79.0199
SRR5857665;43.0920;-79.2617
SRR5857666;43.0339;-79.0481
SRR5857667;42.8722;-79.4272
SRR5857668;42.8744;-79.4289
SRR5857669;42.9910;-79.6773
SRR5857670;42.9806;-79.5623
SRR5857671;42.8744;-79.4289
SRR5857672;42.8754;-79.4299
SRR5857673;42.8723;-79.4188
SRR5857674;42.8722;-79.4272
SRR5857675;43.2052;-79.2648
SRR5857676;43.2043;-79.2669
SRR5857677;42.8638;-79.3862
SRR5857678;43.2047;-79.2660
SRR5857679;42.8698;-79.3981
SRR5857680;42.8723;-79.4188
SRR5857681;43.2047;-79.2660
SRR5857682;43.1519;-79.3745
SRR5857683;43.1333;-79.3835
SRR5857684;43.2052;-79.2648
