ID,coordinates
SRR9658141,42.52346 N 83.666 W
SRR9658142,42.52346 N 83.666 W
SRR9658143,42.39651 N 85.40936 W
SRR9658144,42.39651 N 85.40936 W
SRR9658145,42.20619 N 83.5666 W
SRR9658146,42.42421 N 85.85677 W
SRR9658147,42.42421 N 85.85677 W
SRR9658148,42.42421 N 85.85677 W
SRR9658149,42.64643 N 85.50279 W
SRR9658150,42.39651 N 85.40936 W
SRR9658151,42.39651 N 85.40936 W
DRR151115,35.027207 N 135.689977 E
DRR151114,35.027207 N 135.689976 E
SRR9302958,27.71 N 100.78 E
SRR9302959,24.48 N 102.88 E
SRR9302960,24.57 N 102.89 E
SRR9302961,25.90 N 100.15 E
SRR9302962,25.94 N 100.16 E
SRR9302963,24.36 N 102.79 E
SRR9302964,24.38 N 102.78 E
SRR9302965,24.95 N 102.66 E
SRR9302966,24.96 N 102.65 E
SRR9289416,41.6642 N 87.5375 W
SRR9289418,41.6656 N 87.5497 W
SRR9214414,48.616034 N 14.676594 E
SRR9214415,48.616034 N 14.676594 E
SRR9199084,48.616034 N 14.676594 E
SRR9214417,48.616034 N 14.676594 E
SRR9214418,48.616034 N 14.676594 E
SRR9061263,39.11049 N 117.7274 E
SRR9061264,39.27763 N 117.5778 E
SRR9061265,39.38984 N 117.5044 E
SRR9061266,40.1023 N 116.7319 E
SRR9061267,40.04623 N 116.7651 E
SRR9061268,39.97084 N 116.7628 E
SRR9061269,39.90758 N 116.7813 E
SRR9061270,39.90758 N 116.7813 E
SRR9061271,39.97084 N 116.7628 E
SRR9061272,39.90604 N 116.7613 E
SRR9061273,40.33768 N 116.7958 E
SRR9061274,40.12949 N 116.6711 E
SRR9061275,40.694 N 117.1617 E
SRR9061276,40.34758 N 116.8168 E
SRR9061277,40.36955 N 116.8359 E
SRR9061278,40.65039 N 117.1777 E
SRR9061279,40.61254 N 116.7956 E
SRR9061280,40.63165 N 116.775 E
SRR9061281,40.68011 N 117.1267 E
SRR9061282,40.56488 N 116.8022 E
SRR9061283,40.40766 N 116.8471 E
SRR9061284,39.15497 N 117.6609 E
SRR9061285,39.15863 N 117.6434 E
SRR9061286,40.1023 N 116.7319 E
SRR9061287,40.04623 N 116.7651 E
SRR9061288,40.12949 N 116.6711 E
SRR9061289,40.34758 N 116.8168 E
SRR9061290,40.56488 N 116.8022 E
SRR9061291,40.61254 N 116.7956 E
SRR9061292,40.63165 N 116.775 E
SRR9061293,40.65438 N 116.775 E
SRR9061294,40.694 N 117.1617 E
SRR9061295,40.68011 N 117.1267 E
SRR9061296,40.36955 N 116.8359 E
SRR9061297,40.40766 N 116.8471 E
SRR9061298,39.47033 N 117.479 E
SRR9061299,40.65039 N 117.1777 E
SRR9061300,40.43775 N 116.9959 E
SRR9061301,40.39061 N 116.9106 E
SRR9061302,39.76123 N 117.1858 E
SRR9061303,39.71022 N 117.2088 E
SRR9061304,39.67972 N 117.2903 E
SRR9061305,39.60959 N 117.3882 E
SRR9061306,40.34765 N 116.8369 E
SRR9061307,40.72984 N 116.6237 E
SRR9061308,40.61254 N 116.7956 E
SRR9061309,40.40766 N 116.8471 E
SRR9061310,40.34765 N 116.8369 E
SRR9061311,40.72984 N 116.6237 E
SRR9061312,40.65438 N 116.775 E
SRR9061313,40.63165 N 116.775 E
SRR9061314,39.60959 N 117.3882 E
SRR9061315,39.47033 N 117.479 E
SRR9061316,40.65039 N 117.1777 E
SRR9061317,40.43775 N 116.9959 E
SRR9061318,39.73796 N 117.1294 E
SRR9061319,39.78488 N 116.9725 E
SRR9061320,39.15497 N 117.6609 E
SRR9061321,39.15863 N 117.6434 E
SRR9061322,40.68011 N 117.1267 E
SRR9061323,40.36955 N 116.8359 E
SRR9061324,40.33768 N 116.7958 E
SRR9061325,40.34758 N 116.8168 E
SRR9061326,40.04623 N 116.7651 E
SRR9061327,40.1023 N 116.7319 E
SRR9061328,39.27763 N 117.5778 E
SRR9061329,39.90758 N 116.7813 E
SRR9061330,39.76123 N 117.1858 E
SRR9061331,39.71022 N 117.2088 E
SRR9061332,39.27763 N 117.5778 E
SRR9061333,39.15863 N 117.6434 E
SRR9061334,39.15497 N 117.6609 E
SRR9061335,39.11049 N 117.7274 E
SRR9061336,39.90604 N 116.7613 E
SRR9061337,39.85734 N 116.8424 E
SRR9061338,39.78488 N 116.9725 E
SRR9061339,39.73796 N 117.1294 E
SRR9061340,39.47033 N 117.479 E
SRR9061341,40.43775 N 116.9959 E
SRR9061342,39.85734 N 116.8424 E
SRR9061343,39.78488 N 116.9725 E
SRR9061344,39.11049 N 117.7274 E
SRR9061345,39.90604 N 116.7613 E
SRR9061346,39.67972 N 117.2903 E
SRR9061347,39.60959 N 117.3882 E
SRR9061348,39.73796 N 117.1294 E
SRR9061349,39.76123 N 117.1858 E
SRR9061350,39.38984 N 117.5044 E
SRR9061351,39.90758 N 116.7813 E
SRR9061352,39.97084 N 116.7628 E
SRR9061353,40.04623 N 116.7651 E
SRR9061354,40.1023 N 116.7319 E
SRR9061355,40.12949 N 116.6711 E
SRR9061356,40.33768 N 116.7958 E
SRR9061357,40.34758 N 116.8168 E
SRR9061358,40.72984 N 116.6237 E
SRR9061359,40.34765 N 116.8369 E
SRR9061360,39.71022 N 117.2088 E
SRR9061361,39.67972 N 117.2903 E
SRR9061362,39.27763 N 117.5778 E
SRR9061363,39.15863 N 117.6434 E
SRR9061364,39.11049 N 117.7274 E
SRR9061365,39.90604 N 116.7613 E
SRR9061366,39.85734 N 116.8424 E
SRR9061367,39.78488 N 116.9725 E
SRR9061368,39.73796 N 117.1294 E
SRR9061369,39.76123 N 117.1858 E
SRR9061370,40.34765 N 116.8369 E
SRR9061371,40.39061 N 116.9106 E
SRR9061372,40.65438 N 116.775 E
SRR9061373,40.72984 N 116.6237 E
SRR9061374,39.47033 N 117.479 E
SRR9061375,39.60959 N 117.3882 E
SRR9061376,40.43775 N 116.9959 E
SRR8894378,24.541 N 102.895 E
SRR8894379,24.541 N 102.895 E
SRR8894380,24.541 N 102.895 E
SRR8894381,24.541 N 102.895 E
SRR8894382,24.541 N 102.895 E
SRR8870486,28.627552 N 77.253977 E
SRR8870488,28.627552 N 77.253977 E
SRR8837834,53.7 N 109.11 E
SRR8837835,53.7 N 109.11 E
SRR8837836,53.93 N 109.03 E
SRR8837837,53.93 N 109.03 E
SRR8837838,53.9 N 109.07 E
SRR8837839,53.9 N 109.07 E
SRR8837840,53.71 N 109.07 E
SRR8837841,53.71 N 109.07 E
SRR8837842,53.96 N 109.17 E
SRR8837843,53.96 N 109.17 E
SRR8837844,52.14 N 105.78 E
SRR8837845,52.14 N 105.78 E
SRR8837846,52.14 N 105.78 E
SRR8837847,52.14 N 105.78 E
SRR8837848,51.67 N 104.05 E
SRR8837849,51.67 N 104.05 E
SRR8837850,51.67 N 104.05 E
SRR8837851,52.14 N 105.78 E
SRR8837852,51.87 N 105.08 E
SRR8837853,51.87 N 105.08 E
SRR8837854,51.67 N 104.05 E
SRR8837855,51.87 N 105.08 E
SRR8837856,52.14 N 105.78 E
SRR8837857,52.14 N 105.78 E
SRR8837858,54.86 N 109.46 E
SRR8837859,52.37 N 106.29 E
SRR8837860,52.37 N 106.29 E
SRR8837861,52.14 N 105.78 E
SRR8837862,54.86 N 109.46 E
SRR8837863,54.86 N 109.46 E
SRR8837864,54.86 N 109.46 E
SRR8837865,54.86 N 109.46 E
SRR8837866,53.82 N 109.11 E
SRR8837867,53.82 N 109.16 E
SRR8837868,53.83 N 109.07 E
SRR8837869,53.82 N 109.11 E
SRR8837870,53.88 N 109.18 E
SRR8837871,53.83 N 109.07 E
SRR8837872,54.01 N 108.42 E
SRR8837873,53.88 N 109.18 E
SRR8837874,54.01 N 108.42 E
SRR8837875,54.01 N 108.42 E
SRR8837876,53.66 N 109.08 E
SRR8837877,53.66 N 109.08 E
SRR8837878,53.69 N 109.14 E
SRR8837879,53.69 N 109.14 E
SRR8837880,53.77 N 109.12 E
SRR8837881,53.77 N 109.12 E
SRR8837882,53.77 N 109.07 E
SRR8837883,53.77 N 109.07 E
SRR8837884,53.77 N 109.15 E
SRR8837885,53.82 N 109.16 E
SRR8837886,53.5 N 108.79 E
SRR8837887,53.5 N 108.79 E
SRR8837888,53.5 N 108.79 E
SRR8837889,53.5 N 108.79 E
SRR8837890,53.5 N 108.79 E
SRR8837891,53.5 N 108.79 E
SRR8837892,53.54 N 108.87 E
SRR8837893,53.54 N 108.87 E
SRR8837894,53.54 N 108.87 E
SRR8837895,53.54 N 108.87 E
SRR8837896,51.67 N 104.05 E
SRR8837897,53.33 N 107.5 E
SRR8837898,53.33 N 107.5 E
SRR8837899,53.33 N 107.5 E
SRR8837900,53.33 N 107.5 E
SRR8837901,53.33 N 107.5 E
SRR8837902,53.46 N 108.04 E
SRR8837903,53.46 N 108.04 E
SRR8837904,53.46 N 108.04 E
SRR8837905,53.33 N 107.5 E
SRR8837906,53.33 N 107.5 E
SRR8837907,54.01 N 108.42 E
SRR8837908,54.01 N 108.42 E
SRR8837909,54.01 N 108.42 E
SRR8837910,54.01 N 108.42 E
SRR8837911,54.01 N 108.42 E
SRR8837912,53.46 N 108.04 E
SRR8837913,53.46 N 108.04 E
SRR8837914,53.46 N 108.04 E
SRR8837915,53.46 N 108.04 E
SRR8837916,53.46 N 108.04 E
SRR8837917,54.86 N 109.46 E
SRR8837918,54.86 N 109.46 E
SRR8837919,54.86 N 109.46 E
SRR8837920,54.86 N 109.46 E
SRR8837921,54.86 N 109.46 E
SRR8837922,54.86 N 109.46 E
SRR8837923,52.82 N 107.15 E
SRR8837924,52.82 N 107.15 E
SRR8837925,52.4 N 106.84 E
SRR8837926,52.4 N 106.84 E
SRR8837927,52.82 N 107.15 E
SRR8837928,52.82 N 107.15 E
SRR8837929,52.82 N 107.15 E
SRR8837930,52.82 N 107.15 E
SRR8837931,53.13 N 106.95 E
SRR8837932,53.13 N 106.95 E
SRR8837933,53.13 N 106.95 E
SRR8837934,53.13 N 106.95 E
SRR8837935,53.33 N 107.5 E
SRR8837936,53.13 N 106.95 E
SRR8837937,51.87 N 105.08 E
SRR8837938,51.87 N 105.08 E
SRR8837939,51.67 N 104.05 E
SRR8837940,51.67 N 104.05 E
SRR8837941,51.67 N 104.05 E
SRR8837942,51.67 N 104.05 E
SRR8837943,51.87 N 105.08 E
SRR8837944,51.87 N 105.08 E
SRR8837945,51.67 N 104.05 E
SRR8837946,51.87 N 105.08 E
SRR8675718,5.531166667 N 5.701194444 E
SRR8675719,5.532916667 N 5.648500000 E
SRR8675720,5.512361111 N 5.747027778 E
SRR8675721,5.540916667 N 5.628305556 E
SRR8675722,5.51275 N 5.733194445 E
SRR8675723,5.511555556 N 5.745583333 E
SRR8675724,5.529722222 N 5.700972222 E
SRR8675725,5.530944445 N 5.701194444 E
SRR8675726,5.540916667 N 5.628305556 E
SRR8675727,5.538138889 N 5.66525 E
SRR8675728,5.532916667 N 5.648500000 E
SRR8675729,5.531166667 N 5.701194444 E
SRR8675730,5.530944445 N 5.701194444 E
SRR8675731,5.529722222 N 5.700972222 E
SRR8675732,5.51275 N 5.733194445 E
SRR8675733,5.538138889 N 5.66525 E
SRR8675734,5.540916667 N 5.628305556 E
SRR8675735,5.512361111 N 5.747027778 E
SRR8675736,5.51275 N 5.733194445 E
SRR8675737,5.538138889 N 5.66525 E
SRR8675738,5.529722222 N 5.700972222 E
SRR8675739,5.511555556 N 5.745583333 E
SRR8675740,5.532916667 N 5.648500000 E
SRR8675741,5.530944445 N 5.701194444 E
SRR8675742,5.529722222 N 5.700972222 E
SRR8675743,5.511555556 N 5.745583333 E
SRR8675744,5.538138889 N 5.66525 E
SRR8675745,5.540916667 N 5.628305556 E
SRR8675746,5.511555556 N 5.745583333 E
SRR8675747,5.51275 N 5.733194445 E
SRR8675748,5.531166667 N 5.701194444 E
SRR8675749,5.530944445 N 5.701194444 E
SRR8675750,5.512361111 N 5.747027778 E
SRR8675751,5.532916667 N 5.648500000 E
SRR8561390,51.787400 N 104.939100 E
SRR8561391,51.787400 N 104.939100 E
SRR8517158,49.77 N 93.82 W
SRR8517159,49.77 N 93.82 W
SRR8517160,49.69 N 93.69 W
SRR8517161,49.69 N 93.69 W
SRR8517162,49.69 N 93.69 W
SRR8517163,49.69 N 93.69 W
SRR8369884,23.1037 N 113.3014 E
SRR8369885,23.1037 N 113.3010 E
SRR8369886,23.1037 N 113.3012 E
SRR8369887,23.1037 N 113.3008 E
SRR8209851,22.5121 N 88.3637 E
SRR8209852,22.5121 N 88.3637 E
SRR8191144,41.3840 N 82.5130 W
SRR8191145,41.3840 N 82.5130 W
SRR8146599,66.753112 N 32.784200 E
SRR8126707,38.91 N 76.96 W
SRR8126708,38.91 N 76.96 W
SRR8126709,38.91 N 76.96 W
SRR8126710,38.91 N 76.96 W
SRR8126711,38.91 N 76.96 W
SRR8126712,38.91 N 76.96 W
SRR8126713,38.91 N 76.96 W
SRR8126714,38.91 N 76.96 W
SRR8126715,38.91 N 76.96 W
SRR8126716,38.91 N 76.96 W
SRR8126717,38.91 N 76.96 W
SRR8126718,38.91 N 76.96 W
SRR8126719,38.91 N 76.96 W
SRR8126720,38.91 N 76.96 W
SRR8126721,38.91 N 76.96 W
SRR8126722,38.91 N 76.96 W
SRR8126723,38.91 N 76.96 W
SRR8126724,38.91 N 76.96 W
SRR8126725,38.91 N 76.96 W
SRR8126726,38.91 N 76.96 W
SRR8126727,38.91 N 76.96 W
SRR8126728,38.91 N 76.96 W
SRR8126729,38.91 N 76.96 W
SRR8126730,38.91 N 76.96 W
SRR8126731,38.91 N 76.96 W
SRR8126732,38.91 N 76.96 W
SRR8126733,38.91 N 76.96 W
SRR8126734,38.91 N 76.96 W
SRR8126735,38.91 N 76.96 W
SRR8126736,38.91 N 76.96 W
SRR8126737,38.91 N 76.96 W
SRR8126738,38.91 N 76.96 W
SRR8075934,34.261117 N 83.950069 W
SRR8075935,34.261117 N 83.950069 W
SRR8075936,34.261117 N 83.950069 W
SRR8075938,34.261117 N 83.950069 W
SRR8075940,29.718121 N 84.888527 W
SRR8075941,31.66294 N 85.062168 W
SRR8075942,29.718121 N 84.888527 W
SRR8075943,29.718121 N 84.888527 W
SRR8075944,29.719072 N 84.981177 W
SRR8075946,29.719072 N 84.981177 W
SRR8075947,29.719072 N 84.981177 W
SRR8075948,31.66294 N 85.062168 W
SRR8075949,31.66294 N 85.062168 W
SRR8075950,34.261117 N 83.950069 W
SRR8075952,32.933463 N 85.19634 W
SRR8075953,32.933463 N 85.19634 W
SRR8075954,34.261117 N 83.950069 W
SRR8075955,29.719072 N 84.981177 W
SRR8075958,34.261117 N 83.950069 W
SRR8075960,32.664624 N 85.087393 W
SRR8075961,34.261117 N 83.950069 W
SRR8075962,32.664624 N 85.087393 W
SRR8075963,32.664624 N 85.087393 W
SRR8075964,31.66294 N 85.062168 W
SRR8075965,32.664624 N 85.087393 W
SRR8075975,34.261117 N 83.950069 W
SRR8075976,34.261117 N 83.950069 W
SRR8075977,31.66294 N 85.062168 W
SRR8075978,32.933463 N 85.19634 W
SRR8075979,29.718121 N 84.888527 W
SRR8075980,31.66294 N 85.062168 W
SRR8075982,34.261117 N 83.950069 W
SRR8075983,34.261117 N 83.950069 W
SRR8075984,34.261117 N 83.950069 W
SRR8075985,30.743083 N 84.858652 W
SRR8075986,30.743083 N 84.858652 W
SRR8075987,30.743083 N 84.858652 W
SRR8075988,30.743083 N 84.858652 W
SRR8075989,32.933463 N 85.19634 W
SRR8075990,32.933463 N 85.19634 W
SRR8075991,30.743083 N 84.858652 W
SRR8075992,32.664624 N 85.087393 W
SRR8075993,31.66294 N 85.062168 W
SRR7877878,31.76 N 106.48 W
SRR7877879,31.76 N 106.48 W
SRR7877880,31.76 N 106.48 W
SRR7877881,31.76 N 106.48 W
SRR7877882,31.76 N 106.48 W
SRR7877883,31.76 N 106.48 W
SRR7877884,37.87 N 122.25 W
SRR7877885,31.76 N 106.48 W
SRR7877886,31.76 N 106.49 W
SRR7877887,31.76 N 106.48 W
SRR7877888,31.76 N 106.48 W
SRR7877889,31.76 N 106.48 W
SRR7877890,31.76 N 106.48 W
SRR7514472,58.778056 N 111.338851 W
SRR7514473,58.778056 N 111.338851 W
SRR7514474,58.778056 N 111.338851 W
SRR7514475,58.778056 N 111.338851 W
SRR7514476,58.778056 N 111.338851 W
SRR7514477,58.778056 N 111.338851 W
SRR7514478,58.778056 N 111.338851 W
SRR7514479,58.778056 N 111.338851 W
SRR7514480,58.778056 N 111.338851 W
SRR7514481,58.778056 N 111.338851 W
SRR7514482,58.778056 N 111.338851 W
SRR7514483,58.778056 N 111.338851 W
SRR7514484,58.778056 N 111.338851 W
SRR7514485,58.778056 N 111.338851 W
SRR7514486,58.778056 N 111.338851 W
SRR7514487,58.778056 N 111.338851 W
SRR7514488,58.778056 N 111.338851 W
SRR7514489,58.778056 N 111.338851 W
SRR7514490,58.778056 N 111.338851 W
SRR7514491,58.778056 N 111.338851 W
SRR7514492,58.778056 N 111.338851 W
SRR7514493,58.778056 N 111.338851 W
SRR7514494,58.778056 N 111.338851 W
SRR7514495,58.778056 N 111.338851 W
SRR7514496,58.778056 N 111.338851 W
SRR7514497,58.778056 N 111.338851 W
SRR7514498,58.778056 N 111.338851 W
SRR7514499,58.778056 N 111.338851 W
SRR7514500,58.778056 N 111.338851 W
SRR7514501,58.778056 N 111.338851 W
SRR7514502,58.778056 N 111.338851 W
SRR7514503,58.778056 N 111.338851 W
SRR7514504,58.778056 N 111.338851 W
SRR7514505,58.778056 N 111.338851 W
SRR7514506,58.778056 N 111.338851 W
SRR7514507,58.778056 N 111.338851 W
SRR7514508,58.778056 N 111.338851 W
SRR7514509,58.778056 N 111.338851 W
SRR7514510,58.778056 N 111.338851 W
SRR7514511,58.778056 N 111.338851 W
SRR7514512,58.778056 N 111.338851 W
SRR7514513,58.778056 N 111.338851 W
SRR7514514,58.778056 N 111.338851 W
SRR7514515,58.778056 N 111.338851 W
SRR7468254,58.778056 N 111.338851 W
SRR7468255,58.778056 N 111.338851 W
SRR7468256,58.778056 N 111.338851 W
SRR7468257,58.778056 N 111.338851 W
SRR7468258,58.778056 N 111.338851 W
SRR7468259,58.778056 N 111.338851 W
SRR7468260,58.778056 N 111.338851 W
SRR7468261,58.778056 N 111.338851 W
SRR7468262,58.778056 N 111.338851 W
SRR7468263,58.778056 N 111.338851 W
SRR7468264,58.778056 N 111.338851 W
SRR7468265,58.778056 N 111.338851 W
SRR7468266,58.778056 N 111.338851 W
SRR7468267,58.778056 N 111.338851 W
SRR7468268,58.778056 N 111.338851 W
SRR7468269,58.778056 N 111.338851 W
SRR7468270,58.778056 N 111.338851 W
SRR7468271,58.778056 N 111.338851 W
SRR7468272,58.778056 N 111.338851 W
SRR7468273,58.778056 N 111.338851 W
SRR7468274,58.778056 N 111.338851 W
SRR7468275,58.778056 N 111.338851 W
SRR7468276,58.778056 N 111.338851 W
SRR7468277,58.778056 N 111.338851 W
SRR7468278,58.778056 N 111.338851 W
SRR7468279,58.778056 N 111.338851 W
SRR7468280,58.778056 N 111.338851 W
SRR7468281,58.778056 N 111.338851 W
SRR7468282,58.778056 N 111.338851 W
SRR7468283,58.778056 N 111.338851 W
SRR7468284,58.778056 N 111.338851 W
SRR7468285,58.778056 N 111.338851 W
SRR7468286,58.778056 N 111.338851 W
SRR7468287,58.778056 N 111.338851 W
SRR7468288,58.778056 N 111.338851 W
SRR7468289,58.778056 N 111.338851 W
SRR7468290,58.778056 N 111.338851 W
SRR7468291,58.778056 N 111.338851 W
SRR7468292,58.778056 N 111.338851 W
SRR7468293,58.778056 N 111.338851 W
SRR7468294,58.778056 N 111.338851 W
SRR7468295,58.778056 N 111.338851 W
SRR7468296,58.778056 N 111.338851 W
SRR7468297,58.778056 N 111.338851 W
SRR7468298,58.778056 N 111.338851 W
SRR7468299,58.778056 N 111.338851 W
SRR7468300,58.778056 N 111.338851 W
SRR7468301,58.778056 N 111.338851 W
SRR7468302,58.778056 N 111.338851 W
SRR7468303,58.778056 N 111.338851 W
SRR7468304,58.778056 N 111.338851 W
SRR7468305,58.778056 N 111.338851 W
SRR7468306,58.778056 N 111.338851 W
SRR7468307,58.778056 N 111.338851 W
SRR7468308,58.778056 N 111.338851 W
SRR7468309,58.778056 N 111.338851 W
SRR7468310,58.778056 N 111.338851 W
SRR7468311,58.778056 N 111.338851 W
SRR7468312,58.778056 N 111.338851 W
SRR7468313,58.778056 N 111.338851 W
SRR7468314,58.778056 N 111.338851 W
SRR7369907,33.11 N 120.26 E
SRR7369908,33.11 N 120.26 E
SRR7369909,33.11 N 120.26 E
SRR7369910,33.11 N 120.26 E
SRR7369911,33.11 N 120.26 E
SRR7369912,33.11 N 120.26 E
SRR7369913,33.11 N 120.26 E
SRR7369914,33.11 N 120.26 E
SRR7369915,33.11 N 120.26 E
SRR7369916,33.11 N 120.26 E
SRR7369917,33.11 N 120.26 E
SRR7369918,33.11 N 120.26 E
SRR7369919,33.11 N 120.26 E
SRR7369920,33.11 N 120.26 E
SRR7369921,33.11 N 120.26 E
SRR7369922,33.11 N 120.26 E
SRR7369923,33.11 N 120.26 E
SRR7369924,33.11 N 120.26 E
SRR7249133,40.412250 N 104.563270 W
SRR7249134,40.417740 N 104.640170 W
SRR7054680,47.30 N 8.57 E
SRR7054681,47.30 N 8.57 E
SRR6986807,47.23 N 132.05 E
SRR6986808,29.16 N 88.49 E
SRR6986809,31.09 N 121.21 E
SRR6986810,31.12 N 121.26 E
SRR6986811,1.21 N 103.43 E
SRR6986812,47.25 N 132.03 E
SRR6986813,22.47 N 108.21 E
SRR6986814,22.15 N 114.15 E
SRR6986815,29.21 N 111.49 E
SRR6986816,22.43 N 108.19 E
SRR6986817,37.45 N 112.39 E
SRR6986818,29.17 N 111.53 E
SRR6986819,38.28 N 106.13 E
SRR6986820,38.03 N 116.20 E
SRR6986821,31.14 N 121.29 E
SRR6986822,34.52 N 118.43 E
SRR6986823,36.06 N 120.20 E
SRR6986824,34.55 N 118.41 E
SRR6986825,31.10 N 121.27 E
SRR6986826,36.04 N 120.19 E
SRR6797127,47.25 N 132.03 E
SRR6797128,38.54 N 121.38 E
SRR6797129,39.10 N 117.10 E
SRR6797130,38.03 N 116.20 E
SRR6797131,36.04 N 120.19 E
SRR6797132,34.52 N 118.43 E
SRR6797133,34.15 N 117.11 E
SRR6797134,32.03 N 118.46 E
SRR6797135,31.12 N 121.26 E
SRR6797136,22.15 N 114.15 E
SRR6797137,29.17 N 111.53 E
SRR6797138,34.44 N 113.42 E
SRR6797139,37.42 N 112.45 E
SRR6797140,39.36 N 105.08 E
SRR6797141,22.12 N 113.32 E
SRR6797142,40.36 N 120.48 E
SRR6797143,23.10 N 113.18 E
SRR6797144,22.47 N 108.21 E
SRR6797145,38.28 N 106.13 E
SRR6797146,30.39 N 104.04 E
SRR6797147,41.09 N 80.18 E
SRR6797148,29.16 N 88.49 E
SRR6797149,26.10 S 28.00 E
SRR6797150,1.21 N 103.43 E
SRR6797151,37.25 N 122.10 W
SRR6787039,48.846361 N 14.487639 E
SRR6754086,48.846361 N 14.487639 E
SRR6754087,48.846361 N 14.487639 E
SRR6754088,48.846361 N 14.487639 E
SRR6754089,48.846361 N 14.487639 E
SRR6791932,48.846361 N 14.487639 E
SRR6754092,48.846361 N 14.487639 E
SRR6754093,48.846361 N 14.487639 E
SRR6754094,48.846361 N 14.487639 E
SRR6754095,48.846361 N 14.487639 E
SRR6754096,48.846361 N 14.487639 E
SRR6754097,48.846361 N 14.487639 E
SRR6754098,48.846361 N 14.487639 E
SRR6754099,48.846361 N 14.487639 E
SRR6754100,48.846361 N 14.487639 E
SRR6754101,48.846361 N 14.487639 E
SRR6754102,48.846361 N 14.487639 E
SRR6754103,48.846361 N 14.487639 E
SRR6475630,47.30 N 8.57 E
SRR6475631,47.30 N 8.57 E
SRR6475632,47.30 N 8.57 E
SRR6475633,47.30 N 8.57 E
SRR6470656,31.22 N 120.19 E
SRR6470657,31.28 N 120.16 E
SRR6470658,31.22 N 120.18 E
SRR6470659,31.22 N 120.17 E
SRR6470660,31.28 N 120.18 E
SRR6470661,31.15 N 120.15 E
SRR6470662,31.28 N 120.17 E
SRR6470663,31.22 N 120.20 E
SRR6470664,31.28 N 120.20 E
SRR6470665,31.28 N 120.19 E
SRR6470666,31.28 N 120.15 E
SRR6470667,31.22 N 120.16 E
SRR6470668,31.22 N 120.14 E
SRR6470669,31.28 N 120.10 E
SRR6470670,31.28 N 120.11 E
SRR6470671,31.18 N 119.57 E
SRR6470672,31.22 N 120.15 E
SRR6470673,31.28 N 120.12 E
SRR6470674,31.28 N 120.14 E
SRR6470675,31.28 N 120.13 E
SRR6470676,31.32 N 120.15 E
SRR6470677,31.28 N 120.21 E
SRR6470678,31.32 N 120.13 E
SRR6470679,31.32 N 120.14 E
SRR6470680,31.32 N 120.16 E
SRR6470681,31.32 N 120.17 E
SRR6466468,22.72 N 113.60 E
SRR6466469,23.16 N 112.83 E
SRR6466470,23.17 N 112.77 E
SRR6466471,23.69 N 113.01 E
SRR6423776,1.34 N 103.92 E
SRR6423777,1.40 N 103.81 E
SRR6423778,1.34 N 103.83 E
SRR6423779,1.34 N 103.915 E
SRR6423780,1.39 N 103.91 E
SRR6423781,1.41 N 103.72 E
SRR6423782,1.40 N 103.79 E
SRR6423783,1.40 N 103.80 E
SRR6423784,1.34 N 103.831 E
SRR6423785,1.34 N 103.914 E
SRR6423786,1.29 N 103.841 E
SRR6423787,1.29 N 103.861 E
SRR6423788,1.40 N 103.791 E
SRR6423789,1.40 N 103.801 E
SRR6423790,1.34 N 103.921 E
SRR6423791,1.41 N 103.731 E
SRR6423792,1.39 N 103.911 E
SRR6423793,1.32 N 103.871 E
SRR6423794,1.30 N 103.891 E
SRR6423795,1.39 N 103.921 E
SRR6423796,1.38 N 103.911 E
SRR6423797,1.381 N 103.916 E
SRR6423798,1.38 N 103.921 E
SRR6423799,1.31 N 103.721 E
SRR6423800,1.42 N 103.721 E
SRR6423801,1.40 N 103.811 E
SRR6423802,1.42 N 103.72 E
SRR6423803,1.31 N 103.72 E
SRR6423804,1.38 N 103.92 E
SRR6423805,1.381 N 103.915 E
SRR6423806,1.38 N 103.91 E
SRR6423807,1.39 N 103.92 E
SRR6423808,1.30 N 103.89 E
SRR6423809,1.32 N 103.87 E
SRR6423810,1.29 N 103.84 E
SRR6423811,1.29 N 103.86 E
SRR2989666,25.84 N 100.18 E
SRR2989665,25.91 N 100.15 E
SRR2989663,24.72 N 102.64 E
SRR2989662,24.75 N 102.63 E
SRR2989661,24.77 N 102.69 E
SRR2989660,24.86 N 102.71 E
SRR2989659,24.89 N 102.72 E
SRR2989658,24.93 N 102.66 E
SRR2989656,24.72 N 102.64 E
SRR2989654,24.75 N 102.63 E
SRR2989653,24.77 N 102.69 E
SRR2989652,24.86 N 102.71 E
SRR2989651,24.89 N 102.72 E
SRR2989584,24.93 N 102.66 E
SRR2990523,25.65 N 100.24 E
SRR2990522,25.70 N 100.24 E
SRR2990505,25.75 N 100.19 E
SRR2990504,25.80 N 100.15 E
SRR2990503,25.84 N 100.18 E
SRR2990502,25.91 N 100.15 E
SRR2989722,25.65 N 100.24 E
SRR2989721,25.70 N 100.24 E
SRR2989684,25.75 N 100.19 E
SRR2989683,25.80 N 100.15 E
SRR2962531,25.65 N 100.24 E
SRR2962530,25.70 N 100.24 E
SRR2962529,25.75 N 100.19 E
SRR2962526,25.80 N 100.15 E
SRR2962524,25.84 N 100.18 E
SRR2962523,25.91 N 100.15 E
SRR2962522,25.65 N 100.24 E
SRR2962521,25.70 N 100.24 E
SRR2962520,25.75 N 100.19 E
SRR2962519,25.80 N 100.15 E
SRR2962518,25.84 N 100.18 E
