ID,Latitude,Longitude,genomelen_bp,GC,mapped_bases,perc_cov,avg_depth
SRR947737,34.261117,-83.950069,746052.0,36.79636281399286,5998.0,0.6767688690600656,0.008039727328658002
SRR12685684,46.87153,-91.10558,746052.0,36.79636281399286,958767.0,49.033573006841344,1.2851207570705532
SRR12685685,46.89501,-91.09353,746052.0,36.79636281399286,994687.0,53.18463468176481,1.333267920484095
SRR12685686,46.94913,-91.10256,746052.0,36.79636281399286,1222161.0,55.94140372976682,1.6381713210982611
SRR12685687,46.9443,-90.99678,746052.0,36.79636281399286,1201365.0,57.964189617077636,1.610296525561221
SRR12676966,49.66,-93.72,746052.0,36.79636281399286,141525.0,5.393995550578245,0.1896985687807283
SRR12261223,43.099,-89.405,746052.0,36.79636281399286,4483861.0,97.31774645098469,6.010117928498281
SRR12261225,43.099,-89.405,746052.0,36.79636281399286,1519444.0,82.94221114922283,2.036645614703801
SRR12261226,43.099,-89.405,746052.0,36.79636281399286,2518374.0,92.02816264498988,3.3756015935511194
SRR12261227,43.099,-89.405,746052.0,36.79636281399286,3041993.0,94.3060274324712,4.077453891293101
SRR9302958,27.71,100.78,746052.0,36.79636281399286,3231753.0,76.60029147472294,4.331807206060703
SRR9302959,24.48,102.88,746052.0,36.79636281399286,4500111.0,96.24597071632809,6.031899558243929
SRR9302960,24.57,102.89,746052.0,36.79636281399286,8919643.0,97.62094143433836,11.955792072710748
SRR9302961,25.9,100.15,746052.0,36.79636281399286,9814665.0,98.75558213281246,13.155470793899086
SRR9302962,25.94,100.16,746052.0,36.79636281399286,6752966.0,98.38737598144364,9.051601194478401
SRR9302963,24.36,102.79,746052.0,36.79636281399286,73634.0,6.7216379757711255,0.0986983217309249
SRR9302965,24.95,102.66,746052.0,36.79636281399286,573695.0,43.433169133786926,0.768974821759073
SRR9289418,41.6656,-87.5497,746052.0,36.79636281399286,296429.0,27.78183903454451,0.3973303580139186
SRR9214414,48.616034,14.676594,746052.0,36.79636281399286,1217.0,0.1230621310578887,0.0016313469221984
SRR9214415,48.616034,14.676594,746052.0,36.79636281399286,1000.0,0.1284067165559505,0.0013403655200977
SRR9199084,48.616034,14.676594,746052.0,36.79636281399286,206713.0,5.801613174952951,0.2770758962538804
SRR9214417,48.616034,14.676594,746052.0,36.79636281399286,48259.0,3.246433362553817,0.0646859407950116
SRR9214418,48.616034,14.676594,746052.0,36.79636281399286,114634.0,4.5801032419992165,0.153654108322208
SRR8894378,24.541,102.895,746052.0,36.79636281399286,201266.0,19.110730746382288,0.2697748220807664
SRR8894379,24.541,102.895,746052.0,36.79636281399286,87432.0,8.91104288079115,0.1171930658023837
SRR8894380,24.541,102.895,746052.0,36.79636281399286,19121923.0,98.23604498803302,25.63081725260437
SRR8894381,24.541,102.895,746052.0,36.79636281399286,766267.0,54.926193952700345,1.0270964711266772
SRR8894382,24.541,102.895,746052.0,36.79636281399286,100181.0,10.572323897395892,0.1342813198302531
SRR8561390,51.7874,104.9391,746052.0,36.79636281399286,543152.0,19.357648841367627,0.7280349448362847
SRR8561391,51.7874,104.9391,746052.0,36.79636281399286,638564.0,19.698099888211544,0.8559243087519368
SRR8517158,49.77,-93.82,746052.0,36.79636281399286,6022.0,0.6498172325789623,0.008071813736844
SRR8517159,49.77,-93.82,746052.0,36.79636281399286,43587.0,2.9695053364912902,0.0584235214153973
SRR8517160,49.69,-93.69,746052.0,36.79636281399286,2813.0,0.2654109650533742,0.0037704989451137
SRR8517161,49.69,-93.69,746052.0,36.79636281399286,5222.0,0.5680676663288887,0.0069996778642775
SRR8517163,49.69,-93.69,746052.0,36.79636281399286,3012.0,0.3257048145437583,0.0040372504503707
SRR8209852,22.5121,88.3637,746052.0,36.79636281399286,3600.0,0.4376311649858186,0.0048253140893664
SRR8126712,38.91,-76.96,746052.0,36.79636281399286,0.0,0.0,0.0
SRR8126725,38.91,-76.96,746052.0,36.79636281399286,410.0,0.0325777776884185,0.0005495794113547
SRR8126731,38.91,-76.96,746052.0,36.79636281399286,233.0,0.0239968751507937,0.000312327001335
SRR8075935,34.261117,-83.950069,746052.0,36.79636281399286,5098.0,0.5701907242390611,0.0068332728442521
SRR8075938,34.261117,-83.950069,746052.0,36.79636281399286,13493.0,1.4370444048136055,0.0180859621567933
SRR8075941,31.662940000000003,-85.062168,746052.0,36.79636281399286,92156.0,5.736446846868581,0.1235249583393651
SRR8075947,29.719071999999997,-84.981177,746052.0,36.79636281399286,65969.0,3.737010834499472,0.0884240920002895
SRR8075949,31.662940000000003,-85.062168,746052.0,36.79636281399286,100463.0,4.8739303442655455,0.1346594080680703
SRR8075950,34.261117,-83.950069,746052.0,36.79636281399286,4292.0,0.4561229221287524,0.0057528784173221
SRR8075952,32.933463,-85.19634,746052.0,36.79636281399286,150.0,0.0201036646239136,0.0002010366462391
SRR8075953,32.933463,-85.19634,746052.0,36.79636281399286,66303.0,3.9943554943891297,0.0888718521255891
SRR8075954,34.261117,-83.950069,746052.0,36.79636281399286,7352.0,0.7405564285063239,0.009854487768948999
SRR8075955,29.719071999999997,-84.981177,746052.0,36.79636281399286,37342.0,2.8097277561081535,0.0500529117326942
SRR8075960,32.664623999999996,-85.087393,746052.0,36.79636281399286,87358.0,4.051066181043681,0.1170937489437733
SRR8075961,34.261117,-83.950069,746052.0,36.79636281399286,1799.0,0.2411254862931806,0.0024112548629318
SRR8075962,32.664623999999996,-85.087393,746052.0,36.79636281399286,0.0,0.0,0.0
SRR8075963,32.664623999999996,-85.087393,746052.0,36.79636281399286,146621.0,5.723067380021767,0.1965292726713419
SRR8075964,31.662940000000003,-85.062168,746052.0,36.79636281399286,91584.0,4.3771768899486885,0.1227583394991234
