ID,Latitude,Longitude,genomelen_bp,GC,mapped_bases,perc_cov,avg_depth
SRR2016482,44.90415,-93.190417,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR1169878,44.7488,-92.8057,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR1169859,47.3473,-95.1825,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR947737,34.261117,-83.950069,1144012.0,28.68020621828704,1500.0,0.1089143833281469,0.0013111786476015
SRR12685684,46.87153,-91.10558,1144012.0,28.68020621828704,38049.0,0.7888911532396513,0.0332592464309814
SRR12685685,46.89501,-91.09353,1144012.0,28.68020621828704,57670.0,0.958470348912424,0.0504103142309696
SRR12685686,46.94913,-91.10256,1144012.0,28.68020621828704,94056.0,1.1095171540158668,0.0822159240864606
SRR12685687,46.9443,-90.99678,1144012.0,28.68020621828704,126827.0,1.2202667340902018,0.1108616615726058
SRR12676966,49.66,-93.72,1144012.0,28.68020621828704,2661.0,0.2001712623643807,0.0023260297051079
SRR12676967,49.66,-93.75,1144012.0,28.68020621828704,630.0,0.0181813194267192,0.0005506851641416
SRR12676971,49.7,-93.73,1144012.0,28.68020621828704,945.0,0.0200172728957388,0.0008260445589731
SRR12676970,49.69,-93.69,1144012.0,28.68020621828704,945.0,0.0196675674730684,0.0008260445589731
SRR12676972,49.69,-93.69,1144012.0,28.68020621828704,429.0,0.018443598493722,0.0003749918147711
SRR12676973,49.69,-93.69,1144012.0,28.68020621828704,516.0,0.018443598493722,0.0004510527442019
SRR12676974,49.69,-93.69,1144012.0,28.68020621828704,201.0,0.0175693349370461,0.0001756933493704
SRR12676975,49.69,-93.69,1144012.0,28.68020621828704,657.0,0.0201046992514064,0.0005742902801718
SRR12486991,37.304056,127.618611,1144012.0,28.68020621828704,1208.0,0.0581280469085988,0.0010559383293182
SRR12486992,37.304056,127.618611,1144012.0,28.68020621828704,3020.0,0.172200159963357,0.002639841452712
SRR12486994,37.304056,127.618611,1144012.0,28.68020621828704,4379.0,0.1819893147099855,0.0038277529545144
SRR12486995,35.364169,127.146461,1144012.0,28.68020621828704,906.0,0.0202795519627416,0.0007919482802627
SRR12486997,35.364169,127.146461,1144012.0,28.68020621828704,2866.0,0.0263119705038059,0.0025052358471764
SRR12486998,35.610764,126.850397,1144012.0,28.68020621828704,906.0,0.0186184512050572,0.0007919482802627
SRR12487000,35.610764,126.850397,1144012.0,28.68020621828704,755.0,0.0159956605350293,0.0006599681087261
SRR12487001,35.927978,128.311344,1144012.0,28.68020621828704,3020.0,0.1651198981304392,0.0026398339693989
SRR12487002,37.141433,127.6271,1144012.0,28.68020621828704,604.0,0.0196675674730684,0.000527954311668
SRR12487005,36.408139,128.261722,1144012.0,28.68020621828704,906.0,0.0245634433904539,0.0007919482802627
SRR12487007,36.408139,128.261722,1144012.0,28.68020621828704,453.0,0.027361086771817,0.0003959741401313
SRR12487010,35.880608,127.032675,1144012.0,28.68020621828704,2265.0,0.0373243287657821,0.0019798707006569
SRR12487011,35.921444,127.065972,1144012.0,28.68020621828704,2264.0,0.1142450245277147,0.001978990563036
SRR12487012,35.921444,127.065972,1144012.0,28.68020621828704,2114.0,0.0527977374363206,0.001847879966294
SRR12487015,35.921444,127.065972,1144012.0,28.68020621828704,1057.0,0.0923923410768418,0.0009239234107684
SRR12487016,35.921444,127.065972,1144012.0,28.68020621828704,1057.0,0.0568167210658629,0.0009239402619902
SRR12487019,35.921444,127.065972,1144012.0,28.68020621828704,1510.0,0.082777990091013,0.0013199230322758
SRR12487020,35.921444,127.065972,1144012.0,28.68020621828704,1812.0,0.0483385608717391,0.0015838816734439
SRR12487021,35.921444,127.065972,1144012.0,28.68020621828704,1057.0,0.0274462869270602,0.0009239398153166
SRR12487023,35.921444,127.065972,1144012.0,28.68020621828704,755.0,0.0281453217273944,0.0006599420862718
SRR12487024,37.141433,127.6271,1144012.0,28.68020621828704,302.0,0.0145968388443477,0.0002639939685947
SRR12487025,36.461306,127.095889,1144012.0,28.68020621828704,453.0,0.0157333814680265,0.0003959741401313
SRR12487027,36.461306,127.095889,1144012.0,28.68020621828704,1057.0,0.0453667241252714,0.0009239537837015
SRR12487028,36.766103,127.443383,1144012.0,28.68020621828704,755.0,0.0201046992514064,0.0006599681087261
SRR12487030,36.766103,127.443383,1144012.0,28.68020621828704,604.0,0.0194927147617332,0.000527954311668
SRR12487031,36.766103,127.443383,1144012.0,28.68020621828704,302.0,0.0148591179113505,0.0002639939685947
SRR12487034,37.806611,126.787083,1144012.0,28.68020621828704,1057.0,0.0187058775607248,0.0009239284517994
SRR12487035,36.969389,127.894244,1144012.0,28.68020621828704,1207.0,0.0689669680912438,0.0010550616164865
SRR12487037,37.806611,126.787083,1144012.0,28.68020621828704,906.0,0.029457353594193,0.0007919622486477
SRR12487038,37.449944,127.658194,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR12487040,37.449944,127.658194,1144012.0,28.68020621828704,151.0,0.0131980171536662,0.0001319801715366
SRR12487041,37.304056,127.618611,1144012.0,28.68020621828704,2567.0,0.0883737562193403,0.0022438438023377
SRR12487043,37.304056,127.618611,1144012.0,28.68020621828704,2114.0,0.088459311440789,0.0018478659017562
SRR12487044,37.304056,127.618611,1144012.0,28.68020621828704,3171.0,0.0331292371059044,0.0027718080824327
SRR12487047,36.969389,127.894244,1144012.0,28.68020621828704,2567.0,0.1091758753404684,0.0022438407438033
SRR12261223,43.099,-89.405,1144012.0,28.68020621828704,11023.0,0.4382828957213735,0.0096354119668325
SRR12261225,43.099,-89.405,1144012.0,28.68020621828704,3775.0,0.1760474682083754,0.003299787524956
SRR12261226,43.099,-89.405,1144012.0,28.68020621828704,9966.0,0.5613564536036336,0.0087114198067852
SRR12261227,43.099,-89.405,1144012.0,28.68020621828704,6493.0,0.3666907138211837,0.0056756339068121
SRR10132616,40.02722,116.3567,1144012.0,28.68020621828704,150.0,0.0131105907979986,0.0001311059079799
SRR10132617,40.02694,116.3528,1144012.0,28.68020621828704,900.0,0.0165202186690349,0.0007867026989227
SRR10132618,40.02639,116.3489,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR10132627,40.02778,116.3606,1144012.0,28.68020621828704,0.0,0.0,0.0
SRR10132640,40.02722,116.3567,1144012.0,28.68020621828704,1050.0,0.0215909472977556,0.0009178086069027
SRR10132641,40.02694,116.3528,1144012.0,28.68020621828704,450.0,0.0164327923133673,0.0003933513494613
SRR10132648,40.02722,116.3567,1144012.0,28.68020621828704,1050.0,0.0145094124886801,0.0009178086069027
SRR10132658,39.90611,116.5347,1144012.0,28.68020621828704,150.0,0.0131105907979986,0.0001311059079799
SRR10132659,39.90667,116.5303,1144012.0,28.68020621828704,450.0,0.0333027164050726,0.0003933513494613
