ID,Latitude,Longitude,genomelen_bp,GC,mapped_bases,perc_cov,avg_depth
SRR2016482,44.90415,-93.190417,575953.0,46.676551670638055,0.0,0.0,0.0
SRR1169878,44.7488,-92.8057,575953.0,46.676551670638055,0.0,0.0,0.0
SRR1169859,47.3473,-95.1825,575953.0,46.676551670638055,0.0,0.0,0.0
SRR947737,34.261117,-83.950069,575953.0,46.676551670638055,0.0,0.0,0.0
SRR12685684,46.87153,-91.10558,575953.0,46.676551670638055,3019.0,0.2743455880948619,0.0052418109672143
SRR12685685,46.89501,-91.09353,575953.0,46.676551670638055,3471.0,0.2590541789000143,0.0060266755325521
SRR12685686,46.94913,-91.10256,575953.0,46.676551670638055,2566.0,0.2958652532411499,0.0044552039385158
SRR12685687,46.9443,-90.99678,575953.0,46.676551670638055,3775.0,0.3000398041159609,0.0065543453510963
SRR12676966,49.66,-93.72,575953.0,46.676551670638055,1401.0,0.1588750026477855,0.0024323376108814
SRR12676967,49.66,-93.75,575953.0,46.676551670638055,1602.0,0.2220554010483494,0.0027812082357414
SRR12676971,49.7,-93.73,575953.0,46.676551670638055,429.0,0.0744753908739081,0.000744753908739
SRR12676970,49.69,-93.69,575953.0,46.676551670638055,3279.0,0.3369994727000293,0.0056929351561672
SRR12676972,49.69,-93.69,575953.0,46.676551670638055,8049.0,0.7852961255519114,0.0139750818243849
SRR12676973,49.69,-93.69,575953.0,46.676551670638055,7265.0,0.49465925483503,0.0126138331096461
SRR12676974,49.69,-93.69,575953.0,46.676551670638055,1145.0,0.1987880365238135,0.0019878803652381
SRR12676975,49.69,-93.69,575953.0,46.676551670638055,4838.0,0.3672015886712978,0.0083999297824648
SRR12486991,37.304056,127.618611,575953.0,46.676551670638055,151.0,0.0262220868716718,0.0002622208687167
SRR12486992,37.304056,127.618611,575953.0,46.676551670638055,0.0,0.0,0.0
SRR12486994,37.304056,127.618611,575953.0,46.676551670638055,300.0,0.0520923252418166,0.0005209232524181
SRR12486995,35.364169,127.146461,575953.0,46.676551670638055,2111.0,0.2767574583342738,0.003665367898075
SRR12486997,35.364169,127.146461,575953.0,46.676551670638055,6789.0,0.6033468635461574,0.0117876619290115
SRR12486998,35.610764,126.850397,575953.0,46.676551670638055,1660.0,0.2546936057282452,0.0028821531097155
SRR12487000,35.610764,126.850397,575953.0,46.676551670638055,1208.0,0.1621732101404107,0.0020974651560109
SRR12487001,35.927978,128.311344,575953.0,46.676551670638055,1510.0,0.1640862886381354,0.0026218598774552
SRR12487002,37.141433,127.6271,575953.0,46.676551670638055,151.0,0.0262220868716718,0.0002622208687167
