ID,Latitude,Longitude,genomelen_bp,GC,mapped_bases,perc_cov,avg_depth
SRR947737,34.261117,-83.950069,925141.0,29.57149240694553,80383.0,6.697901132151746,0.0868874458866269
SRR12685684,46.87153,-91.10558,925141.0,29.57149240694553,3168444.0,56.92699847058989,3.4248225884346275
SRR12685685,46.89501,-91.09353,925141.0,29.57149240694553,5161483.0,74.28218874735094,5.579131608558046
SRR12685686,46.94913,-91.10256,925141.0,29.57149240694553,9440829.0,81.05726584186519,10.204745813719207
SRR12685687,46.9443,-90.99678,925141.0,29.57149240694553,12305250.0,82.4313241533323,13.300944820977554
SRR12676966,49.66,-93.72,925141.0,29.57149240694553,597676.0,29.3177996086002,0.6460381056909164
SRR12261223,43.099,-89.405,925141.0,29.57149240694553,1124715.0,60.22778488801707,1.2157228183563369
SRR12261225,43.099,-89.405,925141.0,29.57149240694553,492521.0,35.51351357933547,0.5323738926185307
SRR12261226,43.099,-89.405,925141.0,29.57149240694553,1624358.0,72.31611888605092,1.7557945560763162
SRR12261227,43.099,-89.405,925141.0,29.57149240694553,1951221.0,76.59590054348469,2.1091068192545785
SRR9302958,27.71,100.78,925141.0,29.57149240694553,4109721.0,19.048444263739256,4.442264360369934
SRR9302959,24.48,102.88,925141.0,29.57149240694553,241325.0,4.111372251148744,0.2608522348117746
SRR9302960,24.57,102.89,925141.0,29.57149240694553,1418009.0,7.868427867373732,1.5327489843764353
SRR9302961,25.9,100.15,925141.0,29.57149240694553,452362.0,6.321076341923018,0.4889656236325057
SRR9302962,25.94,100.16,925141.0,29.57149240694553,137396.0,3.992043275457471,0.1485135955502999
SRR9302963,24.36,102.79,925141.0,29.57149240694553,2700.0,0.2344481602263871,0.002918429275105
SRR9302965,24.95,102.66,925141.0,29.57149240694553,43946.0,2.7415369085144854,0.0475020665779594
SRR9289418,41.6656,-87.5497,925141.0,29.57149240694553,110582.0,8.633387758298463,0.1195297133355888
SRR9214414,48.616034,14.676594,925141.0,29.57149240694553,614.0,0.0456039806905109,0.0006635665687716
SRR9214415,48.616034,14.676594,925141.0,29.57149240694553,2342.0,0.1834382407654617,0.0025315626428836
SRR9199084,48.616034,14.676594,925141.0,29.57149240694553,14734.0,0.9238716992328736,0.0159261798850121
SRR9214417,48.616034,14.676594,925141.0,29.57149240694553,4467.0,0.4264254706039404,0.0048283464952909
SRR9214418,48.616034,14.676594,925141.0,29.57149240694553,600.0,0.0529758487625129,0.0006485917465553
SRR8894378,24.541,102.895,925141.0,29.57149240694553,40038.0,2.1298380527941148,0.0432777220704735
SRR8894379,24.541,102.895,925141.0,29.57149240694553,35541.0,1.608296319047583,0.0384167407746494
SRR8894380,24.541,102.895,925141.0,29.57149240694553,941271.0,7.11135200942343,1.0174350984174303
SRR8894381,24.541,102.895,925141.0,29.57149240694553,117122.0,3.5802276999938387,0.1265989936939342
SRR8894382,24.541,102.895,925141.0,29.57149240694553,44095.0,1.981738631516709,0.0476630470101314
SRR8561390,51.7874,104.9391,925141.0,29.57149240694553,7174573.0,81.74267238465809,7.7551133411577275
SRR8561391,51.7874,104.9391,925141.0,29.57149240694553,10356357.0,83.14689296096705,11.194355698083859
SRR8517158,49.77,-93.82,925141.0,29.57149240694553,2209.0,0.1561867519653761,0.0023877279236354
SRR8517159,49.77,-93.82,925141.0,29.57149240694553,33755.0,2.846272983469547,0.0364863184228133
SRR8517160,49.69,-93.69,925141.0,29.57149240694553,0.0,0.0,0.0
SRR8517161,49.69,-93.69,925141.0,29.57149240694553,0.0,0.0,0.0
SRR8517163,49.69,-93.69,925141.0,29.57149240694553,804.0,0.0230212778376485,0.0008691091152591
SRR8209852,22.5121,88.3637,925141.0,29.57149240694553,0.0,0.0,0.0
SRR8126712,38.91,-76.96,925141.0,29.57149240694553,246.0,0.0129746133832572,0.000265862232892
SRR8126725,38.91,-76.96,925141.0,29.57149240694553,475.0,0.0197804183362319,0.0005133968465347
SRR8126731,38.91,-76.96,925141.0,29.57149240694553,114.0,0.0123264414829739,0.0001232644148297
SRR8075935,34.261117,-83.950069,925141.0,29.57149240694553,34047.0,2.9171785972084256,0.0368018860692586
